Zip_Code,Dwelling_Type,Nr_Bedrooms,Nr_Bathrooms,Approx_SQFT,Price_per_SqFt,Property_Type,Dwelling_Styles,Year_Built,Approx_Lot_SqFt,Pool,HOA_Fee,Land_Lease_Fee,Clubhouse_Rec_Room,Basement,RV_Gate,List_Price,Sold_Price,Building_Style,Gated_Community,Workout_Facility,Garage_Spaces,Carport_Spaces,Loan_Type,Payment_Type,Buyer_Concession_to_Seller,Buyer_Concession_$/%,Seller_Concession_to_Buyer,Seller_Concession_$/%
85207,MM,2,2,748,117.64,Residential,Detached,2011,0,Community,102,Y,,BASEMENT Y/N: N,,"89,999","88,000",,,,0,1,Cash,Fixed,0,$,0,$
85207,SF,3,3,"2,279",298.33,Residential,Detached,2023,"7,854",None,123,N,,BASEMENT Y/N: N,,"679,900","679,900",,,,3,0,Conventional,Other,0,$,2000,$
85207,SF,3,2,"1,762",323.5,Residential,Detached,2002,"7,472",Community,123,N,,BASEMENT Y/N: N,,"575,000","570,000",,,,2,0,Cash,Fixed,0,$,0,$
85207,MM,1,1,733,88.67,Residential,Detached,1990,0,Community,123,Y,,BASEMENT Y/N: N,,"65,000","65,000",,,,0,2,Cash,Other,0,$,0,%
85207,SF,3,2,"1,565",268.37,Residential,Detached,1998,"6,229",None,55,N,,BASEMENT Y/N: N,,"420,000","420,000",,,,2,0,FHA,Fixed,0,%,2,%
85207,SF,3,2,"1,744",243.69,Residential,Detached,2016,"5,987",None,123,N,,BASEMENT Y/N: N,,"415,000","425,000",,,,3,0,Conventional,Other,0,$,0,$
85207,MM,2,1,841,255.65,Residential,Detached,1980,"6,138",None,100,N,,BASEMENT Y/N: N,,"215,000","215,000",,,,0,2,FHA,Fixed,0,$,2500,$
85207,SF,3,2,"1,328",323.79,Residential,Detached,1986,"12,123",None,180,N,,BASEMENT Y/N: N,,"415,000","430,000",,,,2,0,Conventional,Fixed,0,$,3,%
85207,SF,3,2,"2,099",323.24,Residential,Detached,2000,"10,002",Private,100,N,,BASEMENT Y/N: N,,"678,500","678,500",,,,3,0,Conventional,Fixed,0,$,20000,$
85207,SF,3,2,"1,280",273.43,Residential,Detached,1996,"10,626",None,136,N,,BASEMENT Y/N: N,,"348,000","350,000",,,,2,0,FHA,Fixed,0,$,10000,$
85207,TH,3,2.5,"1,455",254.23,Residential,Attached,2017,"1,197",Community,125,N,,BASEMENT Y/N: N,,"369,900","369,900",,,,2,0,FHA,Fixed,0,$,0,$
85207,SF,4,3.5,"2,659",381.72,Residential,Detached,2014,"9,100",Private,180,N,,BASEMENT Y/N: N,,"1,025,000","1,015,000",,,,3,0,Cash,Other,0,%,0,%
85207,MM,2,2,800,106.13,Residential,Detached,2004,0,Community,180,Y,,BASEMENT Y/N: N,,"84,900","84,900",,,,0,1,Other,Other,0,$,0,$
85207,MM,2,1.5,784,25.51,Residential,Detached,1979,0,Community,114,Y,,BASEMENT Y/N: N,,"20,000","20,000",,,,0,2,Cash,Other,0,%,0,%
85208,MM,2,1.5,"1,148",117.6,Residential,Detached,1973,"6,512",Community,196.51,N,,BASEMENT Y/N: N,,"155,000","135,000",,,,0,2,Cash,Fixed,0,$,3000,$
85208,MM,2,1.75,"1,296",208.33,Residential,Detached,1971,"11,600",Community,102,N,,BASEMENT Y/N: N,,"279,000","270,000",,,,0,2,Cash,Fixed,0,$,0,$
85208,MM,3,1.75,"1,848",197.51,Residential,Detached,1997,"9,980",Community,713,N,,BASEMENT Y/N: N,,"389,900","365,000",,,,3,0,Cash,Fixed,0,$,0,$
85208,MM,2,1,840,73.21,Residential,Detached,1980,0,Community,209,Y,,BASEMENT Y/N: N,,"67,999","61,500",,,,0,2,Cash,Fixed,0,$,0,$
85208,MM,2,2,"1,288",122.67,Residential,Detached,2021,"5,200",Community,102,Y,,BASEMENT Y/N: N,,"174,000","158,000",,,,0,2,Cash,Fixed,0,$,0,$
85208,SF,3,2,"1,836",242.37,Residential,Detached,1973,"9,226",None,125,N,,BASEMENT Y/N: N,,"445,000","445,000",,,,2,0,Conventional,Fixed,0,$,11300,$
85208,SF,3,2,"1,709",254.53,Residential,Detached,2018,"4,130",Community,113.8,N,,BASEMENT Y/N: N,,"435,000","435,000",,,,2,0,Conventional,Fixed,0,$,5000,$
85208,SF,3,2,"1,300",300,Residential,Detached,1999,"6,612",None,127,N,,BASEMENT Y/N: N,,"390,000","390,000",,,,2,0,VA,Fixed,0,$,8100,$
85208,PH,1,1,616,332.79,Residential,Attached,1978,690,Community,120,N,,BASEMENT Y/N: N,,"205,000","205,000",,,,0,1,Conventional,Fixed,0,$,0,$
85208,PH,2,2,"1,313",262.75,Residential,Attached,1996,163,Community,102,N,,BASEMENT Y/N: N,,"354,900","345,000",,,,2,0,Cash,Fixed,0,$,0,$
85208,SF,3,2.5,"1,191",273.71,Residential,Attached,2008,"2,331",Community,197,N,,BASEMENT Y/N: N,,"339,900","326,000",,,,2,0,FHA,Fixed,0,%,0,%
85208,SF,3,2,"1,380",282.25,Residential,Detached,2023,"6,146",None,78,N,,BASEMENT Y/N: N,,"389,500","389,500",,,,2,0,Conventional,Other,0,%,3,%
85208,SF,5,2.5,"2,446",204.82,Residential,Detached,1999,"6,467",Private,885,N,,BASEMENT Y/N: N,,"500,000","501,000",,,,2,0,VA,Other,0,$,0,$
85208,SF,3,2,"1,427",297.82,Residential,Detached,2000,"6,600",Private,55,N,,BASEMENT Y/N: N,,"425,000","425,000",,,,2,0,FHA,Other,0,%,3,%
85208,MM,1,1.75,815,253.99,Residential,Detached,2010,"2,004",Community,153,N,,BASEMENT Y/N: N,,"219,900","207,000",,,,0,1,Conventional,Fixed,0,$,6500,$
85208,SF,3,2,"1,300",330.76,Residential,Detached,1998,"8,255",Private,123,N,,BASEMENT Y/N: N,,"420,000","430,000",,,,2,0,Conventional,Fixed,0,$,0,$
85208,SF,2,2,"1,294",266.61,Residential,Detached,1987,"6,364",Community,129,N,,BASEMENT Y/N: N,,"345,000","345,000",,,,2,0,VA,Fixed,0,$,8500,$
85208,SF,3,1,"1,400",225,Residential,Detached,1971,"6,299",None,123,N,,BASEMENT Y/N: N,,"315,000","315,000",,,,0,2,Conventional,Fixed,0,%,1,%
85208,MM,2,2,"1,345",204.46,Residential,Detached,1995,"6,621",None,180,N,,BASEMENT Y/N: N,,"285,000","275,000",,,,0,2,Conventional,Fixed,0,$,340,$
85208,MD,2,1.5,860,273.25,Residential,Detached,2020,"1,999",Community,54,N,,BASEMENT Y/N: N,,"245,000","235,000",,,,0,1,Conventional,Fixed,0,$,0,$
85208,PH,2,1.75,"1,368",244.8,Residential,Attached,1985,162,Community,127,N,,BASEMENT Y/N: N,,"354,900","334,900",,,,2,0,Conventional,Fixed,0,$,0,$
85208,SF,2,2,993,302.11,Residential,Detached,1979,"6,451",Community,127,N,,BASEMENT Y/N: N,,"300,000","300,000",,,,2,0,Conventional,Fixed,0,$,1.5,%
85208,SF,5,3,"2,553",207.59,Residential,Detached,1995,"7,532",None,44,N,,BASEMENT Y/N: N,,"530,000","530,000",,,,2,0,FHA,Fixed,0,$,10000,$
85208,SF,3,1,"1,210",264.46,Residential,Detached,1963,"8,873",Private,125,N,,BASEMENT Y/N: N,,"320,000","320,000",,,,0,1,Conventional,Fixed,0,%,9600,$
85208,MM,2,1,"1,158",148.1,Residential,Detached,1979,"6,307",None,142,N,,BASEMENT Y/N: N,,"175,000","171,500",,,,2,2,Conventional,Fixed,0,$,0,$
85208,MM,2,1.5,"1,100",154.54,Residential,Detached,1972,"6,286",None,129,N,,BASEMENT Y/N: N,,"184,000","170,000",,,,0,2,Cash,Fixed,0,$,0,$
85208,SF,2,2,"1,840",227.72,Residential,Detached,1982,"11,409",Community,139,N,,BASEMENT Y/N: N,,"425,000","419,000",,,,2,0,Cash,Fixed,0,$,0,$
85208,PH,2,2,"1,032",245.15,Residential,Attached,1979,107,Community,102,N,,BASEMENT Y/N: N,,"259,900","253,000",,,,0,1,Cash,Fixed,0,%,0,%
85208,SF,2,2,"1,007",349.06,Residential,Detached,1999,"3,285",Community,129,N,,BASEMENT Y/N: N,,"355,000","351,500",,,,2,0,Conventional,Fixed,0,$,3,%
85208,MM,2,1,840,46.42,Residential,Detached,1978,0,Community,123,Y,,BASEMENT Y/N: N,,"42,000","39,000",,,,0,2,Cash,Fixed,0,$,0,$
85208,MM,2,1,820,182.92,Residential,Detached,1972,"5,445",Community,117,N,,BASEMENT Y/N: N,,"165,000","150,000",,,,0,2,Other,Fixed,0,$,0,$
85208,PH,2,1.75,"1,032",281,Residential,Attached,1979,106,Community,189,N,,BASEMENT Y/N: N,,"299,900","290,000",,,,0,1,Cash,Other,0,$,0,$
85208,SF,2,2,"1,494",245.64,Residential,Detached,1985,"6,747",Community,100,N,,BASEMENT Y/N: N,,"375,000","367,000",,,,2,0,Cash,Fixed,0,$,0,$
85208,MM,4,2,"1,790",78.77,Residential,Detached,1988,"3,500",Both,172,Y,,BASEMENT Y/N: N,,"169,900","141,000",,,,0,3,Conventional,Fixed,0,$,0,$
85208,SF,4,2,"1,664",260.21,Residential,Detached,2023,"8,682",None,273,N,,BASEMENT Y/N: N,,"430,000","433,000",,,,2,0,Other,Other,0,$,8000,$
85208,SF,2,2,"1,493",265.24,Residential,Detached,1974,"9,535",Community,113.8,N,,BASEMENT Y/N: N,,"396,000","396,000",,,,2,2,Conventional,Fixed,0,%,0,%
85208,PH,2,1.75,"1,561",365.15,Residential,Attached,1996,199,Community,177,N,,BASEMENT Y/N: N,,"599,000","570,000",,,,2,0,Cash,Fixed,0,$,0,$
85208,MM,1,1,781,208.71,Residential,Detached,1969,"7,018",None,65,N,,BASEMENT Y/N: N,,"165,000","163,000",,,,0,2,Other,Fixed,0,$,0,$
85208,SF,4,2,"1,445",287.19,Residential,Detached,1973,"6,546",None,78,N,,BASEMENT Y/N: N,,"400,000","415,000",,,,0,0,FHA,Fixed,0,%,3,%
85208,MM,2,2,"1,534",176.01,Residential,Detached,1989,"8,660",Community,85,N,,BASEMENT Y/N: N,,"259,900","270,000",,,,0,2,Cash,Fixed,0,$,0,$
85208,MM,2,1,896,72.54,Residential,Detached,1988,"2,000",Community,172,Y,,BASEMENT Y/N: N,,"69,900","65,000",,,,0,2,Cash,Fixed,0,$,0,$
85208,SF,5,3,"3,088",166.77,Residential,Detached,1999,"7,700",None,102,N,,BASEMENT Y/N: N,,"519,000","515,000",,,,3,0,FHA,Fixed,0,$,0,$
85208,SF,2,2,993,266.87,Residential,Detached,1979,"7,187",Community,123,N,,BASEMENT Y/N: N,,"269,500","265,000",,,,0,1,Cash,Fixed,0,$,0,$
85208,MM,1,2,750,229.33,Residential,Detached,1994,"2,004",Community,115,N,,BASEMENT Y/N: N,,"172,000","172,000",,,,0,1,Cash,Fixed,0,$,0,$
85208,MM,2,1,841,208.08,Residential,Detached,1978,"8,355",None,135,N,,BASEMENT Y/N: N,,"191,000","175,000",,,,0,3,Cash,Fixed,0,$,0,$
85208,MM,2,2,"1,144",74.3,Residential,Detached,1985,0,Community,54,Y,,BASEMENT Y/N: N,,"89,900","85,000",,,,0,1,Conventional,Fixed,0,$,0,$
85208,MM,2,1.75,960,208.33,Residential,Detached,1979,"6,813",Community,165,N,,BASEMENT Y/N: N,,"219,900","200,000",,,,0,1,Cash,Other,0,$,0,$
85208,SF,4,2,"2,027",197.83,Residential,Detached,1998,"7,122",Private,78,N,,BASEMENT Y/N: N,,"435,000","401,000",,,,2,0,Cash,Fixed,0,$,0,$
85208,MM,2,1,840,41.66,Residential,Detached,1977,0,Community,885,Y,,BASEMENT Y/N: N,,"34,900","35,000",,,,0,2,Conventional,Other,0,$,50,%
85208,SF,3,2,"1,200",268.33,Residential,Detached,1972,"9,797",None,273,N,,BASEMENT Y/N: N,,"319,900","322,000",,,,0,2,VA,Fixed,0,$,4,%
85208,MM,1,1,529,198.49,Residential,Detached,1970,"6,299",None,450,N,,BASEMENT Y/N: N,,"105,000","105,000",,,,0,1,Cash,Fixed,0,$,0,$
85208,MM,2,2,"1,358",147.27,Residential,Detached,1974,"6,325",None,240,N,,BASEMENT Y/N: N,,"219,000","200,000",,,,0,2,Cash,Fixed,0,$,0,$
85208,MM,2,2,720,38.88,Residential,Detached,1971,0,None,240,Y,,BASEMENT Y/N: N,,"28,000","28,000",,,,0,0,Cash,Fixed,0,$,0,$
85209,SF,4,3,"1,937",271.03,Residential,Detached,2019,"6,487",Community,82,N,,BASEMENT Y/N: N,,"532,400","525,000",,,,3,0,Conventional,Fixed,0,%,3,%
85209,SF,3,2.5,"1,730",268.79,Residential,Detached,2017,"3,160",Community,225,N,,BASEMENT Y/N: N,,"480,000","465,000",,,,2,0,Conventional,Fixed,0,$,2500,$
85209,TH,3,2,"1,773",259.44,Residential,Attached,2000,"4,792",Community,89,N,,BASEMENT Y/N: N,,"475,000","460,000",,,,2,0,Conventional,Fixed,0,$,0,$
85209,SF,3,2,"2,058",257.53,Residential,Detached,1996,"6,303",None,575,N,,BASEMENT Y/N: N,,"530,000","530,000",,,,2.5,0,Conventional,Fixed,0,$,2,%
85209,SF,2,2,"1,885",233.42,Residential,Detached,1991,"7,919",Community,89,N,,BASEMENT Y/N: N,,"444,000","440,000",,,,2,0,FHA,Fixed,0,$,10000,$
85209,TH,2,2,"1,498",223.56,Residential,Attached,1994,"1,776",Community,89,N,,BASEMENT Y/N: N,,"344,900","334,900",,,,2,0,Cash,Fixed,0,$,0,$
85209,SF,4,3,"1,937",270.98,Residential,Detached,2019,"5,398",Community,89,N,,BASEMENT Y/N: N,,"524,900","524,900",,,,3,0,VA,Fixed,0,$,7500,$
85209,SF,3,2.25,"2,010",186.57,Residential,Detached,1987,"6,569",Community,640,N,,BASEMENT Y/N: N,,"402,000","375,000",,,,2,0,Other,Fixed,0,$,0,$
85209,SF,2,2,"1,375",232.73,Residential,Detached,2002,"8,537",Community,108,N,,BASEMENT Y/N: N,,"339,900","320,000",,,,2,0,Cash,Fixed,0,$,0,$
85209,MM,4,2,"1,500",230,Residential,Detached,2023,"8,965",None,700,N,,BASEMENT Y/N: N,,"351,000","345,000",,,,0,2,FHA,Fixed,0,%,1,%
85209,SF,2,2,"1,345",245.28,Residential,Detached,1995,"6,965",Community,105,N,,BASEMENT Y/N: N,,"339,900","329,900",,,,2,0,Conventional,Fixed,0,$,6100,$
85209,SF,3,2,"1,230",294.55,Residential,Detached,2004,838,Community,638,N,,BASEMENT Y/N: N,,"365,900","362,300",,,,2,0,FHA,Other,0,$,2300,$
85209,SF,5,4,"3,467",197.57,Residential,Detached,1997,"9,383",Private,240,N,,BASEMENT Y/N: N,,"684,990","685,000",,,,3,0,VA,Fixed,0,$,9000,$
85209,SF,4,2,"1,798",244.71,Residential,Detached,2001,"3,500",None,105,N,,BASEMENT Y/N: N,,"435,000","440,000",,,,2,0,Conventional,Other,0,$,15000,$
85209,MM,3,2,"1,648",109.22,Residential,Detached,2003,"2,000",Community,105,Y,,BASEMENT Y/N: N,,"188,000","180,000",,,,2,0,Cash,Fixed,0,$,0,$
85209,SF,3,2.5,"1,626",236.77,Residential,Detached,2005,"2,846",Community,300,N,,BASEMENT Y/N: N,,"385,000","385,000",,,,2,0,Cash,Fixed,0,$,0,$
85209,SF,2,2,"2,163",288.95,Residential,Detached,2002,"6,480",Community,222,N,,BASEMENT Y/N: N,,"650,000","625,000",,,,2,0,Conventional,Adjustable,0,$,0,$
85209,SF,2,2,"1,749",242.99,Residential,Detached,2003,"7,920",Community,408,N,,BASEMENT Y/N: N,,"440,000","425,000",,,,2,0,Cash,Fixed,0,$,0,$
85209,SF,2,2,"1,165",309.01,Residential,Detached,2002,"6,480",Community,62.7,N,,BASEMENT Y/N: N,,"365,000","360,000",,,,2,0,Cash,Other,0,$,0,$
85209,SF,4,3,"2,662",240.42,Residential,Detached,1996,"11,029",Private,156,N,,BASEMENT Y/N: N,,"650,000","640,000",,,,3,0,Conventional,Other,0,$,0,$
85209,TH,3,2,"1,702",302.59,Residential,Attached,2005,"2,141",Community,408,N,,BASEMENT Y/N: N,,"532,000","515,000",,,,2,0,Other,Fixed,0,%,0,%
85209,SF,3,2.5,"2,832",215.4,Residential,Detached,1999,"9,879",None,249,N,,BASEMENT Y/N: N,,"630,000","610,000",,,,3,0,Conventional,Fixed,0,%,0,$
85209,TH,2,2,"1,247",319.96,Residential,Attached,2004,"1,638",Community,408,N,,BASEMENT Y/N: N,,"399,000","399,000",,,,2,0,Conventional,Other,0,$,0,$
85209,SF,2,2,"1,475",296.61,Residential,Detached,2004,"6,660",Community,250,N,,BASEMENT Y/N: N,,"449,900","437,500",,,,2,0,Conventional,Fixed,0,$,0,$
85209,SF,3,2.5,"2,833",224.14,Residential,Detached,2000,"10,843",None,444,N,,BASEMENT Y/N: N,,"659,900","635,000",,,,3,0,Conventional,Fixed,0,$,5000,$
85209,SF,3,2,"1,231",308.69,Residential,Detached,2000,"6,000",None,259,N,,BASEMENT Y/N: N,,"382,500","380,000",,,,2,0,Conventional,Other,0,$,0,$
85209,SF,2,2,"2,085",213.42,Residential,Detached,1994,"7,153",Community,259,N,,BASEMENT Y/N: N,,"447,700","445,000",,,,2,0,Conventional,Fixed,0,$,0,$
85209,SF,2,2,"1,761",238.5,Residential,Detached,1990,"6,480",Community,534,N,,BASEMENT Y/N: N,,"439,000","420,000",,,,2,0,Conventional,Fixed,0,$,0,$
85209,SF,4,3,"2,470",218.62,Residential,Detached,2003,"7,669",None,440,N,,BASEMENT Y/N: N,,"545,500","540,000",,,,2,0,Conventional,Fixed,0,$,0,$
85209,MM,2,2,902,171.84,Residential,Detached,1971,"7,231",None,136,N,,BASEMENT Y/N: N,,"179,990","155,000",,,,0,1,Cash,Other,0,%,0,$
85209,SF,3,2,"1,660",277.1,Residential,Detached,2003,"6,480",Community,394,N,,BASEMENT Y/N: N,,"465,000","460,000",,,,2,0,VA,Fixed,0,$,0,%
85209,SF,4,3,"2,277",265.7,Residential,Detached,2019,"6,240",Community,444,N,,BASEMENT Y/N: N,,"610,000","605,000",,,,3,0,Conventional,Other,0,$,0,$
85209,SF,4,3,"2,352",231.71,Residential,Detached,1994,"7,061",Private,558,N,,BASEMENT Y/N: N,,"540,000","545,000",,,,2,0,Conventional,Fixed,0,$,0,$
85209,SF,3,2,"1,769",259.19,Residential,Detached,2001,"6,480",Community,360,N,,BASEMENT Y/N: N,,"464,990","458,500",,,,2,0,Other,Fixed,0,$,0,$
85209,SF,2,2,"1,283",253.31,Residential,Detached,1988,"7,396",Community,558,N,,BASEMENT Y/N: N,,"339,500","325,000",,,,2,0,Cash,Fixed,0,$,0,$
85209,TH,2,2,"1,492",335.12,Residential,Attached,2008,"2,139",None,140,N,,BASEMENT Y/N: N,,"500,000","500,000",,,,2,0,Conventional,Other,0,$,0,$
85209,SF,4,3,"2,464",261.76,Residential,Detached,2017,"7,500",Community,394,N,,BASEMENT Y/N: N,,"650,000","645,000",,,,3,0,Conventional,Other,0,$,0,$
85209,SF,2,3,"1,988",218.81,Residential,Detached,1996,"6,656",Community,235,N,,BASEMENT Y/N: N,,"439,900","435,000",,,,2,0,Conventional,Fixed,0,$,0,$
85209,MM,2,2,"1,020",215.68,Residential,Detached,2020,0,Community,444,Y,,BASEMENT Y/N: N,,"225,500","220,000",,,,0,1.5,Cash,Fixed,0,$,0,$
85209,SF,3,3,"2,123",259.06,Residential,Detached,2004,"6,660",Community,273.87,N,,BASEMENT Y/N: N,,"550,000","550,000",,,,2,0,Cash,Fixed,0,$,0,$
85209,SF,2,1.75,"1,165",332.18,Residential,Detached,2000,"7,135",Community,618,N,,BASEMENT Y/N: N,,"399,000","387,000",,,,2,0,Conventional,Other,0,$,0,$
85209,SF,6,3,"3,711",208.83,Residential,Detached,2004,"9,416",Private,444,N,,BASEMENT Y/N: N,,"785,000","775,000",,,,3,0,Conventional,Fixed,0,$,0,$
85209,MM,2,2,"2,080",110.57,Residential,Detached,2001,0,Community,,Y,,BASEMENT Y/N: N,,"239,900","230,000",,,,2,0,Cash,Fixed,0,$,0,$
85209,AF,2,2,992,322.58,Residential,Stacked,2018,"1,198",Community,,N,,BASEMENT Y/N: N,,"335,000","320,000",,,,1,0,Cash,Other,0,%,2.5,%
85209,SF,3,2,"1,660",246.99,Residential,Detached,2001,"6,480",Community,,N,,BASEMENT Y/N: N,,"429,000","410,000",,,,2,0,Other,Fixed,0,$,0,$
85209,SF,3,2.5,"1,642",249.69,Residential,Detached,2009,"2,696",Community,,N,,BASEMENT Y/N: N,,"415,000","410,000",,,,2,0,Conventional,Other,0,$,10000,$
85209,MM,2,2,"1,390",135.97,Residential,Detached,2003,0,Community,,Y,,BASEMENT Y/N: N,,"189,000","189,000",,,,0,2,Cash,Fixed,0,$,500,$
85209,MM,3,2,963,296.99,Residential,Detached,2002,"6,530",None,,N,,BASEMENT Y/N: N,,"280,000","286,000",,,,0,2,Conventional,Fixed,0,$,6000,$
85209,SF,3,2.5,"2,634",261.92,Residential,Detached,2000,"7,843",Community,,N,,BASEMENT Y/N: N,,"699,000","689,900",,,,3,0,Cash,Other,0,$,0,$
85209,SF,3,2,"1,775",295.77,Residential,Detached,2002,"6,991",None,,N,,BASEMENT Y/N: N,,"524,900","525,000",,,,2,0,VA,Fixed,0,$,0,$
85209,SF,3,2,"1,696",271.23,Residential,Detached,2000,"5,493",None,,N,,BASEMENT Y/N: N,,"459,900","460,000",,,,2,0,FHA,Fixed,0,%,0,%
85209,SF,2,2,"1,465",255.97,Residential,Detached,1988,"6,160",None,,N,,BASEMENT Y/N: N,,"375,000","375,000",,,,2,0,Conventional,Fixed,2,%,0,%
85209,SF,5,3,"2,009",263.81,Residential,Detached,1999,"6,378",Private,,N,,BASEMENT Y/N: N,,"530,000","530,000",,,,2,0,Conventional,Fixed,0,$,8600,$
85209,MM,2,2,"1,344",101.93,Residential,Detached,1984,0,Community,,Y,,BASEMENT Y/N: N,,"138,900","137,000",,,,0,2,Cash,Other,0,$,5750,$
85209,SF,4,3,"2,464",286.12,Residential,Detached,2016,"7,500",Both,,N,,BASEMENT Y/N: N,,"675,000","705,000",,,,3,0,Conventional,Other,0,$,0,$
85209,SF,3,2.5,"2,315",287.25,Residential,Detached,2005,"6,660",Community,,N,,BASEMENT Y/N: N,,"665,000","665,000",,,,2.5,0,Cash,,0,$,0,$
85209,SF,2,2,"2,300",208.26,Residential,Detached,1987,"9,660",Community,,N,,BASEMENT Y/N: N,,"479,000","479,000",,,,2,0,Other,,0,$,1000,$
85209,SF,2,2,"1,890",291,Residential,Detached,2005,"6,660",Community,,N,,BASEMENT Y/N: N,,"549,900","549,990",,,,2.5,3,Cash,,0,$,0,$
85209,SF,3,2,"1,545",249.19,Residential,Detached,1996,"6,464",None,,N,,BASEMENT Y/N: N,,"400,000","385,000",,,,2,0,Other,,0,$,0,$
85209,SF,2,2,"1,122",295.81,Residential,Detached,1992,"6,647",Community,,N,,BASEMENT Y/N: N,,"331,900","331,900",,,,2,0,Cash,,0,$,0,$
85209,SF,2,2,"1,405",330.96,Residential,Detached,2006,"6,480",Community,,N,,BASEMENT Y/N: N,,"475,000","465,000",,,,2,0,Conventional,,0,$,0,$
85209,SF,2,3,"2,093",215,Residential,Detached,1995,"6,460",Community,,N,,BASEMENT Y/N: N,,"449,999","449,999",,,,2,0,VA,,0,$,0,$
85210,AF,1,1,680,325,Residential,Attached,1988,731,Community,,N,,BASEMENT Y/N: N,,"230,000","221,000",,,,1,0,Conventional,,0,$,6000,$
85210,SF,5,3,"2,310",192.64,Residential,Detached,1972,"8,280",Private,,N,,BASEMENT Y/N: Y,,"445,000","445,000",,,,0,2,FHA,,0,$,2500,$
85210,TH,2,1.5,972,252.05,Residential,Attached,1984,545,Community,,N,,BASEMENT Y/N: N,,"245,000","245,000",,,,0,1,Conventional,,0,$,0,$
85210,SF,3,2,"1,672",251.13,Residential,Detached,1971,"6,408",None,,N,,BASEMENT Y/N: N,,"419,900","419,900",,,,0,1,FHA,,0,$,1.25,%
85210,AF,2,2,871,264.64,Residential,Attached,1984,855,Community,,N,,BASEMENT Y/N: N,,"239,500","230,500",,,,0,1,Conventional,,0,%,3,%
85210,SF,3,2,"1,774",276.21,Residential,Detached,1979,"11,692",Private,,N,,BASEMENT Y/N: N,,"515,000","490,000",,,,2,0,Conventional,,0,$,0,$
85210,TH,1,1.25,926,288.33,Residential,Attached,1984,900,Community,,N,,BASEMENT Y/N: N,,"275,000","267,000",,,,2,0,Conventional,,0,$,2000,$
85210,TH,3,2.5,"1,446",264.52,Residential,Attached,2015,"1,446",Community,,N,,BASEMENT Y/N: N,,"380,000","382,500",,,,2,0,Conventional,,0,$,3,%
85210,SF,4,2,"1,870",254.01,Residential,Detached,1980,"11,465",Private,,N,,BASEMENT Y/N: N,,"499,000","475,000",,,,2,0,Other,,0,$,0,$
85210,AF,1,1,582,336.77,Residential,Stacked,1981,61,Community,,N,,BASEMENT Y/N: N,,"196,000","196,000",,,,0,0,Conventional,,0,$,1500,$
85210,AF,1,1,757,277.41,Residential,Attached,1988,812,Community,,N,,BASEMENT Y/N: N,,"230,000","210,000",,,,0,1,Other,,0,$,0,$
85210,SF,2,2,"1,044",337.16,Residential,Detached,1980,"6,436",None,,N,,BASEMENT Y/N: N,,"365,000","352,000",,,,1,0,Conventional,,0,$,1.5,%
85210,SF,3,2,"1,892",198.2,Residential,Detached,1978,"7,762",Community,,N,,BASEMENT Y/N: N,,"445,000","375,000",,,,1,0,Cash,,0,$,0,$
85210,AF,2,2,989,218.4,Residential,Attached,1983,757,Community,,N,,BASEMENT Y/N: N,,"238,000","216,000",,,,0,0,Cash,,0,$,0,$
85210,AF,2,2,"1,120",250,Residential,Stacked,1988,"1,263",Community,,N,,BASEMENT Y/N: N,,"285,000","280,000",,,,0,1,Other,,0,$,0,$
85210,SF,4,2,"1,704",322.18,Residential,Detached,1979,"11,288",Private,,N,,BASEMENT Y/N: N,,"549,000","549,000",,,,2,0,Conventional,,0,$,25000,$
85210,TH,2,2,945,285.71,Residential,Attached,1964,950,Community,,N,,BASEMENT Y/N: N,,"275,000","270,000",,,,0,1,Conventional,,0,%,2,%
85210,SF,3,2,"1,460",277.4,Residential,Detached,1955,"8,215",Private,,N,,BASEMENT Y/N: N,,"400,000","405,000",,,,0,0,Conventional,,0,%,3,%
85210,SF,4,2.5,"2,670",217.23,Residential,Detached,1980,"7,767",Private,,N,,BASEMENT Y/N: N,,"595,000","580,000",,,,2,0,Conventional,,0,$,0,$
85210,TH,2,1.75,982,330.95,Residential,Attached,1983,"1,207",Community,,N,,BASEMENT Y/N: N,,"325,000","325,000",,,,0,1,Conventional,,0,$,0,$
85212,SF,4,3.5,"3,020",238.41,Residential,Detached,2023,"7,171",Community,,N,,BASEMENT Y/N: N,,"719,990","719,990",,,,2,0,Conventional,,0,$,24014,$
85212,SF,4,3,"2,219",261.37,Residential,Detached,2023,"7,003",Community,,N,,BASEMENT Y/N: N,,"589,990","580,000",,,,2.5,0,Conventional,,0,$,10000,$
85212,SF,2,2.5,"2,276",254.39,Residential,Detached,2015,"7,764",Community,,N,,BASEMENT Y/N: N,,"589,999","579,000",,,,2.5,0,Cash,,0,$,500,$
85212,SF,4,3.5,"2,788",267.92,Residential,Detached,2023,"8,130",Community,,N,,BASEMENT Y/N: N,,"746,980","746,980",,,,2,0,Conventional,,0,$,0,$
85212,SF,3,2,"1,494",284.47,Residential,Detached,2023,"6,600",None,,N,,BASEMENT Y/N: N,,"429,990","425,000",,,,2,0,Conventional,,0,$,24605,$
85212,SF,4,3,"2,219",247.85,Residential,Detached,2023,"6,600",None,,N,,BASEMENT Y/N: N,,"549,990","549,990",,,,2.5,0,Conventional,,0,$,20374,$
