Zip_Code,Dwelling_Type,Nr_Bedrooms,Nr_Bathrooms,Approx_SQFT,Price_per_SqFt,Property_Type,Dwelling_Styles,Year_Built,Approx_Lot_SqFt,Pool,HOA_Fee,Land_Lease_Fee,Clubhouse_Rec_Room,Basement,RV_Gate,List_Price,Sold_Price,Building_Style,Gated_Community,Workout_Facility,Garage_Spaces,Carport_Spaces,Loan_Type,Payment_Type,Buyer_Concession_to_Seller,Buyer_Concession_$/%,Seller_Concession_to_Buyer,Seller_Concession_$/%
85041,SF,3,2.5,"2,357",194.73,Residential,Detached,2014,"6,891",None,72.6,N,,BASEMENT Y/N: N,,"459,000","459,000",,,,2,0,Conventional,Other,0,$,0,$
85041,SF,5,3,"4,113",151.95,Residential,Detached,2005,"11,043",None,93,N,,BASEMENT Y/N: N,,"625,000","625,000",,,,3,0,Conventional,Other,0,$,2,%
85041,SF,3,2,"1,516",244.06,Residential,Detached,2004,"6,687",None,170,N,,BASEMENT Y/N: N,,"370,000","370,000",,,,2,0,Conventional,Fixed,0,$,8550,$
85041,SF,3,2,"1,620",163.58,Residential,Detached,1942,"5,994",None,167,N,,BASEMENT Y/N: N,,"285,000","265,000",,,,0,0,Cash,Fixed,0,$,0,$
85041,SF,3,2,980,345.92,Residential,Detached,1946,"8,512",None,167,N,,BASEMENT Y/N: N,,"339,000","339,000",,,,0,0,Conventional,Fixed,0,$,2,%
85041,SF,3,2,"1,305",269.63,Residential,Detached,2019,"5,227",None,215,N,,BASEMENT Y/N: N,,"339,999","351,875",,,,2,0,FHA,Other,0,%,0,%
85041,SF,3,1,"1,040",240.38,Residential,Detached,1958,"6,016",None,310,N,,BASEMENT Y/N: N,,"250,000","250,000",,,,0,1,FHA,Other,0,$,0,$
85041,SF,4,2.5,"3,399",175.05,Residential,Detached,2005,"10,354",Private,310,N,,BASEMENT Y/N: N,,"610,000","595,000",,,,3,0,Cash,Fixed,0,$,0,$
85041,SF,4,1,"1,248",204.33,Residential,Detached,1963,"11,121",None,173.75,N,,BASEMENT Y/N: N,,"249,900","255,000",,,,0,0,Other,Fixed,0,$,0,$
85041,SF,3,1,"1,046",296.37,Residential,Detached,1961,"6,177",None,110,N,,BASEMENT Y/N: N,,"310,000","310,000",,,,0,1,Conventional,Fixed,0,%,0,%
85042,SF,3,2,"1,714",288.8,Residential,Detached,2017,"5,428",Community,253,N,,BASEMENT Y/N: N,,"495,000","495,000",,,,2,0,Conventional,Fixed,0,%,0,%
85042,SF,3,2.5,"1,901",336.14,Residential,Detached,2023,"5,786",None,110,N,,BASEMENT Y/N: N,,"639,000","639,000",,,,2,0,Cash,Fixed,0,$,5000,$
85042,SF,3,2.5,"2,687",245.51,Residential,Detached,2023,"5,779",None,151,N,,BASEMENT Y/N: N,,"659,692","659,692",,,,2,0,Conventional,Fixed,0,$,22004,$
85042,TH,2,2,826,284.5,Residential,Attached,1986,886,Community,185,N,,BASEMENT Y/N: N,,"245,000","235,000",,,,0,1,Other,Fixed,0,$,1500,$
85042,SF,4,2,"1,763",160.52,Residential,Detached,1956,"10,778",None,115,N,,BASEMENT Y/N: N,,"380,000","283,000",,,,0,2,Cash,Fixed,0,$,0,$
85042,TH,2,2,"1,205",256.43,Residential,Attached,2006,"1,203",Community,85,N,,BASEMENT Y/N: N,,"306,000","309,000",,,,1,0,FHA,Fixed,0,$,3750,$
85042,SF,3,2,"1,774",225.47,Residential,Detached,1973,"6,238",None,88,N,,BASEMENT Y/N: N,,"400,000","400,000",,,,0,1,FHA,Fixed,0,$,12000,$
85042,AF,3,2.5,"1,536",234.38,Residential,Attached,2006,788,Community,96,N,,BASEMENT Y/N: N,,"350,000","360,000",,,,2,0,FHA,Fixed,0,$,10000,$
85042,MM,3,2,"1,441",180.43,Residential,Detached,1973,"6,471",None,68,N,,BASEMENT Y/N: N,,"260,000","260,000",,,,0,2,Other,Fixed,0,$,3000,$
85042,SF,4,3,"3,504",247.71,Residential,Detached,2002,"20,614",None,165,N,,BASEMENT Y/N: N,,"850,000","868,000",,,,3,0,Conventional,Fixed,0,%,18000,$
85042,SF,4,2,"2,438",184.57,Residential,Detached,1971,"12,484",None,202.8,N,,BASEMENT Y/N: N,,"450,000","450,000",,,,2,0,Conventional,Fixed,0,%,0,%
85042,SF,5,2.5,"2,915",203.09,Residential,Detached,2005,"7,934",None,375,N,,BASEMENT Y/N: N,,"639,900","592,000",,,,3,0,Conventional,Fixed,0,$,10300,$
85042,SF,2,1,858,308.86,Residential,Detached,1955,"6,438",None,310,N,,BASEMENT Y/N: N,,"275,000","265,000",,,,0,1,Conventional,Fixed,0,$,7950,$
85042,SF,3,2,"1,308",275.23,Residential,Detached,1980,"7,183",Private,176,N,,BASEMENT Y/N: N,,"375,000","360,000",,,,2,0,FHA,Fixed,0,$,0.5,%
85042,SF,3,2,"1,169",299.4,Residential,Detached,1949,"6,325",None,178,N,,BASEMENT Y/N: N,,"350,000","350,000",,,,0,2,FHA,Fixed,0,$,3,%
85042,AF,1,1,624,384.61,Residential,Attached,1999,880,Community,215,N,,BASEMENT Y/N: N,,"240,000","240,000",,,,0,1,Conventional,,0,$,0,$
85042,SF,4,2,"1,628",239.49,Residential,Detached,1980,"6,826",None,,N,,BASEMENT Y/N: N,,"389,900","389,900",,,,2,0,FHA,,0,%,3,%
85042,SF,3,2,"1,439",291.86,Residential,Detached,2000,"4,224",Community,,N,,BASEMENT Y/N: N,,"444,900","420,000",,,,2,0,Cash,,0,$,0,$
85042,TH,2,2,863,358.05,Residential,Attached,1984,"2,500",None,,N,,BASEMENT Y/N: N,,"310,000","309,000",,,,0,2,FHA,,0,$,9270,$
85042,SF,3,2.5,"2,858",300.9,Residential,Detached,2010,"14,000",Private,,N,,BASEMENT Y/N: N,,"879,000","860,000",,,,3,0,Conventional,,0,$,0,$
85042,SF,3,2,"1,809",234.94,Residential,Detached,2013,"7,376",None,,N,,BASEMENT Y/N: N,,"425,000","425,000",,,,2,0,Conventional,,0,$,5000,$
85042,SF,3,2,"1,530",261.44,Residential,Detached,2000,"6,710",None,,N,,BASEMENT Y/N: N,,"400,000","400,000",,,,2,0,Conventional,,0,$,5,%
85042,SF,3,2,"1,703",291.25,Residential,Detached,2000,"4,750",Community,,N,,BASEMENT Y/N: N,,"499,990","496,000",,,,2,0,Conventional,,0,$,1,%
85042,SF,2,2,924,351.73,Residential,Detached,1983,"3,877",None,,N,,BASEMENT Y/N: N,,"335,000","325,000",,,,2,0,Conventional,,0,$,0,$
85042,SF,3,2,"1,386",245.31,Residential,Detached,2004,"5,500",None,,N,,BASEMENT Y/N: N,,"345,000","340,000",,,,2,0,FHA,,0,$,5000,$
85042,SF,4,3.5,"3,144",284.98,Residential,Detached,2022,"9,100",Both,,N,,BASEMENT Y/N: N,,"899,900","896,000",,,,3,0,Conventional,,0,$,0,$
85042,SF,3,2,"1,734",286.61,Residential,Detached,2015,"4,950",Community,,N,,BASEMENT Y/N: N,,"499,999","496,999",,,,2,0,VA,,0,$,2000,$
85042,SF,3,2,"1,630",251.39,Residential,Detached,1998,"5,676",None,,N,,BASEMENT Y/N: N,,"409,775","409,775",,,,2,0,Cash,,0,$,0,$
85042,SF,3,1.5,918,332.24,Residential,Detached,1946,"11,964",None,,N,,BASEMENT Y/N: N,,"305,000","305,000",,,,0,0,FHA,,0,$,4,%
85042,SF,4,2,"2,429",201.32,Residential,Detached,1970,"14,566",None,,N,,BASEMENT Y/N: N,,"489,000","489,000",,,,2,2,FHA,,0,$,0,$
85042,SF,4,3,"3,076",178.77,Residential,Detached,1976,"20,752",None,,N,,BASEMENT Y/N: N,,"549,900","549,900",,,,0,2,FHA,,0,$,3.5,%
85042,TH,2,2,"1,205",265.56,Residential,Attached,2006,"1,203",Both,,N,,BASEMENT Y/N: N,,"320,000","320,000",,,,1,0,Conventional,,0,$,0,$
85042,SF,3,2,"2,022",202.76,Residential,Detached,2001,"7,392",Both,,N,,BASEMENT Y/N: N,,"499,990","410,000",,,,2,0,Cash,,0,$,0,$
85042,MM,2,1,660,242.42,Residential,Detached,1973,"6,128",None,,N,,BASEMENT Y/N: N,,"149,700","160,000",,,,0,4,Cash,,0,%,0,%
85042,SF,3,2,"1,528",242.14,Residential,Detached,1984,"10,467",None,,N,,BASEMENT Y/N: N,,"380,000","370,000",,,,0,0,Conventional,,0,$,10000,$
85042,SF,3,2,"1,158",280.66,Residential,Detached,1973,"6,882",None,,N,,BASEMENT Y/N: N,,"300,000","325,000",,,,0,2,Conventional,,0,$,3,%
85042,SF,3,2,"1,949",256.02,Residential,Detached,2019,"6,075",None,,N,,BASEMENT Y/N: N,,"504,999","499,000",,,,2,0,Conventional,,0,$,0,$
85042,SF,4,2,"1,819",168.77,Residential,Detached,1973,"6,608",Private,,N,,BASEMENT Y/N: N,,"340,000","307,000",,,,3,0,Cash,,0,$,0,$
85042,TH,2,1.5,889,281.1,Residential,Attached,1986,515,Community,,N,,BASEMENT Y/N: N,,"249,900","249,900",,,,0,1,Conventional,,0,$,2500,$
85042,SF,4,2,"1,584",174.87,Residential,Detached,1973,"6,146",None,,N,,BASEMENT Y/N: N,,"277,000","277,000",,,,2,0,Cash,,0,$,0,$
85043,SF,3,2,"1,578",234.47,Residential,Detached,2020,"4,860",None,73.7,N,,BASEMENT Y/N: N,,"379,000","370,000",,,,2,2,Conventional,Fixed,0,%,11100,%
85043,SF,5,3,"2,046",212.61,Residential,Detached,2019,"5,520",None,67.5,N,Yes,BASEMENT Y/N: N,Yes,"445,000","435,000",String,Yes,Yes,2,0,Cash,Fixed,0,$,0,$
85043,SF,3,2.5,"1,632",206.92,Residential,Detached,2006,"2,573",None,119,N,Yes,BASEMENT Y/N: N,Yes,"330,000","337,700",String,Yes,Yes,2,0,FHA,Fixed,0,$,11000,$
85043,SF,3,2.5,"1,614",205.7,Residential,Detached,2020,"2,280",None,119,N,Yes,BASEMENT Y/N: N,Yes,"339,900","332,000",Clustered,Yes,Yes,2,0,FHA,Fixed,0,%,2.5,%
85043,SF,5,3,"2,400",158.33,Residential,Detached,2004,"6,325",Private,82,N,Yes,BASEMENT Y/N: N,Yes,"333,000","380,000",2-3-4 Plex,Yes,Yes,2,0,Cash,Fixed,0,$,1200,$
85043,TH,2,1,850,194.11,Residential,Attached,1972,"1,249",Community,177.87,N,Yes,BASEMENT Y/N: N,Yes,"171,000","165,000",,Yes,Yes,0,0,Conventional,Fixed,0,$,0,$
85043,TH,2,1,900,194.44,Residential,Attached,1972,819,None,195.65,N,Yes,BASEMENT Y/N: N,Yes,"175,000","175,000",,Yes,Yes,0,0,Conventional,Fixed,0,$,3,%
85043,SF,3,1.75,"1,660",243.97,Residential,Detached,2021,"4,950",Community,88,N,Yes,BASEMENT Y/N: N,Yes,"414,985","405,000",,Yes,Yes,2,0,Cash,Fixed,0,%,0,$
85043,SF,3,2,"1,277",281.91,Residential,Detached,2004,"4,950",None,67.5,N,Yes,BASEMENT Y/N: N,Yes,"374,900","360,000",,Yes,Yes,2,2,FHA,Fixed,0,$,2000,$
85043,SF,3,2,"1,656",211.35,Residential,Detached,2006,"2,804",None,119,N,Yes,BASEMENT Y/N: N,Yes,"349,900","350,000",,Yes,Yes,2,0,FHA,Other,0,$,3500,$
85043,SF,3,2.5,"1,861",235.08,Residential,Detached,2000,"5,744",Private,89,N,Yes,BASEMENT Y/N: N,Yes,"433,000","437,500",,Yes,,2,0,Conventional,Fixed,0,%,1,%
85044,SF,3,2,"1,638",252.75,Residential,Detached,1974,"8,015",None,237,N,Yes,BASEMENT Y/N: N,,"429,000","414,000",,Yes,,2,0,Conventional,Fixed,0,$,0,$
85044,TH,2,1,"1,015",329.31,Residential,Attached,1983,"1,864",Community,310,N,Yes,BASEMENT Y/N: N,,"348,000","334,250",,Yes,,0,1,Other,Fixed,0,%,0,%
85044,SF,3,2.5,"2,061",279.18,Residential,Detached,1986,"6,547",Both,180,N,Yes,BASEMENT Y/N: N,,"595,000","575,400",,Yes,,2,0,Conventional,Fixed,10000,$,10000,$
85044,TH,1,1,675,311.11,Residential,Stacked,1984,661,Community,257,N,Yes,BASEMENT Y/N: N,,"220,000","210,000",,,,0,1,Conventional,Fixed,0,$,0,$
85044,SF,3,2,"1,353",314.12,Residential,Detached,1984,"6,527",None,240,N,Yes,BASEMENT Y/N: N,,"448,995","425,000",,,,2,0,Conventional,Fixed,0,%,0,%
85044,SF,4,3.5,"3,105",331.72,Residential,Detached,1996,"11,095",Private,248.85,N,Yes,BASEMENT Y/N: N,,"1,025,000","1,030,000",,,,3,0,Conventional,Fixed,0,$,8000,$
85044,SF,4,3,"3,165",315.96,Residential,Detached,1989,"14,706",Private,74,N,Yes,BASEMENT Y/N: N,,"1,000,000","1,000,000",,,,3,0,Conventional,Fixed,0,$,0,$
85044,SF,4,3,"2,527",267.12,Residential,Detached,1994,"9,418",None,237,N,Yes,BASEMENT Y/N: N,,"675,000","675,000",,,,3,0,Conventional,Fixed,0,%,0,%
85044,SF,4,2,"1,482",273.27,Residential,Detached,1982,"6,891",None,198,N,,BASEMENT Y/N: N,,"425,000","405,000",,,,2,0,Conventional,Fixed,0,$,0,$
85044,SF,4,2,"1,756",315.49,Residential,Detached,1979,"9,845",Private,237,N,,BASEMENT Y/N: N,,"564,900","554,000",,,,2,0,Conventional,Fixed,0,$,5500,$
85044,SF,4,2.5,"2,061",312.95,Residential,Detached,1986,"9,914",Both,200,N,,BASEMENT Y/N: N,,"655,000","645,000",,,,3,0,Conventional,Fixed,0,$,10000,$
85044,SF,3,2,"1,459",294.72,Residential,Detached,1991,"4,874",Community,240,N,,BASEMENT Y/N: N,,"439,900","430,000",,,,2,0,Conventional,Fixed,0,$,0,$
85044,SF,6,6.5,"5,926",336.65,Residential,Detached,1994,"21,540",Private,19,N,,BASEMENT Y/N: N,,"1,995,000","1,995,000",,,,4,0,VA,Fixed,0,$,50000,$
85044,SF,4,4.5,"5,915",319.53,Residential,Detached,1992,"61,071",Private,346.98,N,,BASEMENT Y/N: N,,"2,024,999","1,890,000",,,,3,0,Conventional,Other,0,$,0,$
85044,SF,3,2,"1,786",344.34,Residential,Detached,1983,"12,861",Private,256.94,N,,BASEMENT Y/N: N,,"639,000","615,000",,,,2,1,Conventional,Fixed,0,$,2809,$
85044,SF,4,2,"2,005",234.41,Residential,Detached,1976,"7,353",None,248.85,N,,BASEMENT Y/N: N,,"479,900","470,000",,,,2,0,VA,Fixed,0,$,11000,$
85044,SF,4,2.5,"2,080",276.44,Residential,Detached,1992,"5,881",None,70,N,,BASEMENT Y/N: N,,"599,900","575,000",,,,2,0,Other,Fixed,0,%,0,%
85044,TH,2,1.5,"1,015",325.12,Residential,Attached,1984,"1,816",Community,709,N,,BASEMENT Y/N: N,,"335,000","330,000",,,,0,1,Cash,Fixed,0,$,0,$
85044,AF,2,2,960,294.27,Residential,Stacked,1984,929,Community,220,N,,BASEMENT Y/N: N,,"280,000","282,500",,,,0,1,Conventional,Fixed,0,$,5000,$
85044,SF,3,2,"1,876",280.91,Residential,Detached,1991,"7,432",None,235,N,,BASEMENT Y/N: N,,"524,500","527,000",,,,2,0,Conventional,Other,0,$,0,$
85044,SF,4,2,"1,890",294.97,Residential,Detached,1995,"7,819",None,60,N,,BASEMENT Y/N: N,,"575,000","557,500",,,,3,0,Conventional,Other,0,$,0,$
85044,SF,3,2,"2,027",273.8,Residential,Detached,1987,"8,969",Both,90,N,,BASEMENT Y/N: N,,"555,000","555,000",,,,2,0,Cash,Fixed,0,$,0,$
85044,SF,2,1.75,"1,256",286.62,Residential,Detached,1977,"4,459",Community,284,N,,BASEMENT Y/N: N,,"364,900","360,000",,,,2,0,Cash,Fixed,0,%,0,%
85044,SF,3,2,"1,439",235.58,Residential,Detached,1987,"3,999",Community,165.93,N,,BASEMENT Y/N: N,,"399,000","339,000",,,,2,0,FHA,Fixed,0,%,3.5,%
85044,SF,5,3,"2,710",267.85,Residential,Detached,1994,"8,612",Private,220,N,,BASEMENT Y/N: N,,"725,900","725,900",,,,3,0,Cash,Other,0,%,0,%
85044,SF,3,2.5,"1,238",328.76,Residential,Detached,1985,"4,413",None,744,N,,BASEMENT Y/N: N,,"405,000","407,000",,,,2,0,VA,Other,0,$,2000,$
85044,TH,3,2.5,"1,468",262.26,Residential,Attached,1987,744,Community,229.87,N,,BASEMENT Y/N: N,,"415,000","385,000",,,,2,0,Cash,Fixed,0,$,0,$
85044,TH,2,2,"1,721",259.73,Residential,Attached,1983,"5,750",Community,229.87,N,,BASEMENT Y/N: N,,"475,000","447,000",,,,2,0,Cash,Fixed,0,$,0,$
85044,TH,2,2,"1,109",288.45,Residential,Attached,1975,"3,646",Community,230,N,,BASEMENT Y/N: N,,"319,900","319,900",,,,2,0,Cash,Fixed,0,$,0,$
85044,SF,2,2,"1,533",234.83,Residential,Detached,1979,"7,209",Community,34,N,,BASEMENT Y/N: N,,"385,000","360,000",,,,2,0,Other,Fixed,0,$,0,$
85044,SF,3,2,"1,234",372.77,Residential,Detached,1995,"6,416",None,229.87,N,,BASEMENT Y/N: N,,"460,000","460,000",,,,2,0,Cash,Fixed,0,$,0,$
85045,SF,4,3,"2,602",272.86,Residential,Detached,1994,"9,888",Private,179.5,N,,BASEMENT Y/N: N,,"715,000","710,000",,,,3,0,Conventional,Other,0,$,2,%
85045,SF,5,3,"2,532",256.31,Residential,Detached,1998,"6,042",Private,253,N,,BASEMENT Y/N: N,,"649,000","649,000",,,,2,0,Conventional,Fixed,0,$,0,$
85045,SF,4,2,"2,400",337.5,Residential,Detached,1996,"13,726",Private,388,N,,BASEMENT Y/N: N,,"830,000","810,000",,,,3,0,Conventional,Fixed,0,$,0,$
85045,SF,4,3.5,"3,081",197.98,Residential,Detached,2002,"7,308",Private,200,N,,BASEMENT Y/N: N,,"639,900","610,000",,,,2,0,Cash,Fixed,0,$,8000,$
85045,SF,4,3,"2,602",266.33,Residential,Detached,1996,"6,887",Private,210,N,,BASEMENT Y/N: N,,"699,900","693,000",,,,3,0,Cash,Fixed,0,$,5000,$
85045,SF,3,3.5,"3,132",351.21,Residential,Detached,2019,"12,283",None,285,N,,BASEMENT Y/N: N,,"1,100,000","1,100,000",,,,4,0,Cash,Fixed,0,$,0,$
85045,SF,5,3.5,"3,452",241.89,Residential,Detached,1998,"8,880",Private,210,N,,BASEMENT Y/N: N,,"825,000","835,000",,,,3,0,Conventional,Fixed,0,%,4500,$
85045,AF,2,2,"1,642",290.62,Residential,Attached,2017,"1,642",Community,210,N,,BASEMENT Y/N: N,,"479,500","477,200",,,,2,0,Cash,Other,0,$,0,$
85048,SF,5,3.5,"3,783",277.56,Residential,Detached,1990,"7,710",Private,180,N,,BASEMENT Y/N: Y,,"1,050,000","1,050,000",,,,2,0,Other,Fixed,0,$,10000,$
85048,SF,4,2,"2,134",257.73,Residential,Detached,1996,"6,600",Private,205,N,,BASEMENT Y/N: N,,"550,000","550,000",,,,3,0,Conventional,Fixed,0,$,0,$
85048,TH,2,2.5,"1,468",269.07,Residential,Attached,1999,"4,454",Community,196,N,,BASEMENT Y/N: N,,"395,000","395,000",,,,1,0,Conventional,Fixed,0,$,10000,$
85048,SF,3,2,"1,806",304.49,Residential,Detached,1991,"5,262",None,210,N,,BASEMENT Y/N: N,,"549,900","549,900",,,,2,0,Conventional,Fixed,0,$,0,$
85048,SF,5,3,"2,900",231.17,Residential,Detached,1991,"7,179",Private,458,N,,BASEMENT Y/N: N,,"699,900","670,400",,,,3,0,Conventional,Other,0,$,14000,$
85048,SF,3,2,"1,900",256.84,Residential,Detached,1987,"6,199",None,285,N,,BASEMENT Y/N: N,,"488,000","488,000",,,,2,0,Conventional,Fixed,0,%,3,%
85048,SF,5,3,"2,671",245.22,Residential,Detached,1993,"8,607",Private,210,N,,BASEMENT Y/N: N,,"674,900","655,000",,,,3,0,Conventional,Fixed,0,$,0,$
85048,SF,3,2,"1,996",310.57,Residential,Detached,1994,"5,814",Private,198,N,,BASEMENT Y/N: N,,"619,900","619,900",,,,2,0,Conventional,Fixed,0,$,11000,$
85048,AF,1,1,758,340.37,Residential,Attached,1996,854,Community,210,N,,BASEMENT Y/N: N,,"258,000","258,000",,,,0,1,Conventional,Fixed,0,$,3,%
85048,SF,4,3,"3,135",204.14,Residential,Detached,1986,"7,851",Private,210,N,,BASEMENT Y/N: N,,"649,000","640,000",,,,3,0,Conventional,Fixed,0,$,0,$
85048,SF,3,2.5,"2,557",294.68,Residential,Detached,1991,"9,274",Private,171.87,N,,BASEMENT Y/N: N,,"789,000","753,500",,,,3,0,Cash,Fixed,0,$,0,$
85048,TH,3,2.5,"1,869",244.51,Residential,Attached,2000,"4,454",Community,105,N,,BASEMENT Y/N: N,,"450,000","457,000",,,,2,0,Conventional,Fixed,0,$,6000,$
85048,SF,4,2.5,"3,111",267.6,Residential,Detached,1995,"8,642",Private,111,N,,BASEMENT Y/N: N,,"845,000","832,500",,,,3,0,Conventional,Fixed,0,$,5000,$
85048,SF,4,2,"1,817",305.45,Residential,Detached,1991,"6,050",Both,198,N,,BASEMENT Y/N: N,,"555,000","555,000",,,,2.5,0,Conventional,,0,$,5000,$
85048,SF,4,2.5,"2,046",259.04,Residential,Detached,1996,"5,401",Private,210,N,,BASEMENT Y/N: N,,"540,000","530,000",,,,2,0,Conventional,,0,$,10000,$
85048,SF,2,2,"1,636",317.84,Residential,Detached,1993,"5,258",None,120,N,,BASEMENT Y/N: N,,"530,000","520,000",,,,2,0,Conventional,,0,$,0,$
85048,AF,1,1,750,380,Residential,Attached,1997,754,Community,199,N,,BASEMENT Y/N: N,,"285,000","285,000",,,,0,1,Cash,,0,$,0,$
85048,SF,2,2,993,401.3,Residential,Detached,1999,"3,780",Community,453,N,,BASEMENT Y/N: N,,"398,500","398,500",,,,2,0,FHA,,0,$,8000,$
85048,SF,5,3.5,"2,927",322,Residential,Detached,2020,"5,467",Private,210,N,,BASEMENT Y/N: N,,"949,000","942,500",,,,3,0,Cash,,0,$,0,$
85048,SF,4,3,"2,945",387.1,Residential,Detached,1994,"11,169",Both,120,N,,BASEMENT Y/N: N,,"1,150,000","1,140,000",,,,3,0,Conventional,,0,$,5000,$
85048,SF,4,2.5,"2,469",222.36,Residential,Detached,1986,"7,800",None,638,N,,BASEMENT Y/N: N,,"549,000","549,000",,,,2,0,FHA,,0,$,7000,$
85048,SF,3,2.5,"2,331",257.4,Residential,Detached,1986,"8,760",Both,210,N,,BASEMENT Y/N: N,,"599,999","600,000",,,,2,0,Other,,0,$,18585.59,$
85048,SF,3,2.5,"1,594",318.69,Residential,Detached,1989,"7,009",Community,210,N,,BASEMENT Y/N: N,,"525,000","508,000",,,,2,0,Conventional,,0,$,0,$
85048,SF,3,2.5,"1,375",316.36,Residential,Detached,2000,"3,080",None,72.74,N,,BASEMENT Y/N: N,,"439,000","435,000",,,,2,0,Conventional,,0,%,10800,$
85048,SF,3,2,"1,652",278.45,Residential,Detached,1988,"6,146",Private,210,N,,BASEMENT Y/N: N,,"480,000","460,000",,,,2,0,Conventional,,0,$,1.5,%
85048,SF,4,3.5,"3,250",298.46,Residential,Detached,1995,"14,641",Private,188.36,N,,BASEMENT Y/N: N,,"989,000","970,000",,,,3,0,Conventional,,5000,$,0,$
85048,SF,3,2,"1,274",365.77,Residential,Detached,2000,"4,055",Community,210,N,,BASEMENT Y/N: N,,"487,000","466,000",,,,2,0,Cash,,0,$,0,$
85048,SF,3,2.5,"1,924",295.68,Residential,Detached,1992,"5,515",Private,228,N,,BASEMENT Y/N: N,,"558,900","568,900",,,,2,0,Conventional,,0,%,3,%
85048,SF,4,2,"2,172",246.32,Residential,Detached,1991,"6,103",None,198,N,,BASEMENT Y/N: N,,"535,000","535,000",,,,2,0,FHA,,0,$,12500,$
85048,SF,3,3.5,"2,899",319.07,Residential,Detached,2001,"7,540",Private,185,N,,BASEMENT Y/N: N,,"959,000","925,000",,,,2,0,Cash,,0,$,0,$
85048,SF,3,2.5,"1,652",302.66,Residential,Detached,1986,"8,577",Private,275,N,,BASEMENT Y/N: N,,"500,000","500,000",,,,2,0,Conventional,,0,$,0,$
85048,SF,5,3,"3,093",267.7,Residential,Detached,1994,"11,809",Private,210,N,,BASEMENT Y/N: N,,"850,000","828,000",,,,3,0,Conventional,,0,$,1,%
85048,AF,2,1,855,315.2,Residential,Attached,1997,870,Community,198,N,,BASEMENT Y/N: N,,"270,000","269,500",,,,0,1,Conventional,,0,$,4500,$
85048,SF,3,2.5,"2,274",257.25,Residential,Detached,1987,"5,001",Private,210,N,,BASEMENT Y/N: Y,,"585,000","585,000",,,,2,0,Conventional,,0,%,0,%
85048,AF,2,1,"1,071",289.35,Residential,Attached,1996,"1,177",Community,,N,,BASEMENT Y/N: N,,"309,900","309,900",,,,0,1,Conventional,,0,$,0,$
85048,SF,3,2,"1,907",380.18,Residential,Detached,1992,"11,204",Both,,N,,BASEMENT Y/N: N,,"699,000","725,000",,,,2,0,Conventional,,0,$,0,$
85048,SF,3,2,"1,363",315.48,Residential,Detached,2000,"3,780",Community,,N,,BASEMENT Y/N: N,,"425,000","430,000",,,,2,0,Conventional,,0,$,5000,$
85048,SF,4,3.75,"3,133",422.92,Residential,Detached,2000,"11,610",Private,,N,,BASEMENT Y/N: N,,"1,299,000","1,325,000",,,,3,0,Other,,0,$,0,$
85048,SF,3,2,"1,534",329.2,Residential,Detached,1991,"6,395",Private,,N,,BASEMENT Y/N: N,,"490,000","505,000",,,,2,0,Conventional,,0,$,0,$
85048,SF,5,3,"2,780",233.81,Residential,Detached,1992,"6,573",Both,,N,,BASEMENT Y/N: Y,,"675,000","650,000",,,,3,0,Cash,,0,$,0,$
85048,SF,3,2,"2,215",282.16,Residential,Detached,1992,"6,630",Private,,N,,BASEMENT Y/N: N,,"639,900","625,000",,,,2,0,Cash,,0,$,0,$
85050,TH,3,2.5,"1,559",295.06,Residential,Attached,2006,108,Community,365,N,Yes,BASEMENT Y/N: N,,"499,900","460,000",Clustered,Yes,Yes,2,0,Cash,,0,$,0,$
85050,SF,4,2.5,"2,465",324.53,Residential,Detached,2021,"4,080",Community,138,N,Yes,BASEMENT Y/N: N,Yes,"799,990","799,990",2-3-4 Plex,Yes,Yes,2,0,Cash,Other,0,$,0,$
85050,TH,4,2.5,"2,400",270.83,Residential,Attached,2008,"2,330",Community,120,N,Yes,BASEMENT Y/N: N,Yes,"675,000","650,000",Clustered,Yes,Yes,2,0,Cash,Fixed,0,$,0,$
85050,SF,4,3.5,"2,747",502.73,Residential,Detached,2019,"10,287",Both,120,N,Yes,BASEMENT Y/N: N,Yes,"1,345,000","1,381,000",Clustered,Yes,Yes,3,0,Conventional,Other,0,$,0,$
85050,MM,3,2,"1,568",63.77,Residential,Detached,1995,0,Community,413.25,Y,Yes,BASEMENT Y/N: N,Yes,"115,000","100,000",Clustered,Yes,Yes,0,1,Cash,Fixed,0,$,0,$
85050,TH,2,2,"1,648",297.33,Residential,Attached,2006,78,Community,215,N,Yes,BASEMENT Y/N: N,Yes,"500,000","490,000",High Rise,Yes,Yes,2,0,Conventional,Fixed,0,$,0,$
85050,SF,2,2.5,"1,497",346.69,Residential,Detached,2011,"2,600",Community,120,N,Yes,BASEMENT Y/N: N,Yes,"519,900","519,000",,Yes,Yes,2,0,FHA,Other,0,$,3000,$
85050,MM,3,2,"1,569",205.86,Residential,Detached,2002,"7,541",None,90,N,Yes,BASEMENT Y/N: N,Yes,"329,900","323,000",,Yes,Yes,0,1,FHA,Fixed,0,$,5500,$
85050,SF,4,3,"3,654",278.32,Residential,Detached,2021,"5,211",Community,157,N,Yes,BASEMENT Y/N: N,Yes,"1,069,000","1,017,000",,Yes,Yes,2,0,Conventional,Fixed,0,%,0,%
