,Zip_Code,Dwelling_Type,Nr_Bedrooms,Nr_Bathrooms,Approx_SQFT,Price_per_SqFt,Dwelling_Styles,Year_Built,Approx_Lot_SqFt,Pool,HOA_Fee,Land_Lease_Fee,Clubhouse_Rec_Room,Basement,RV_Gate,List_Price,Sold_Price,Building_Style,Gated_Community,Workout_Facility,Garage_Spaces,Carport_Spaces,Loan_Type,Payment_Type,HOA_Missing,Buyer_Concession,Seller_Concession,diff_List_Sold
1490,85205,SF,3,2.0,1588,286.52,Detached,1960,16575,no_pool,444.2,N,Yes,N,No,455000,455000,Missing,Yes,Yes,2.0,0.0,FHA,Fixed,0,0.0,11500.0,0
1491,85205,SF,3,2.0,1422,298.87,Detached,1987,4555,Community,442.2,N,Yes,N,No,425000,425000,Missing,Yes,Yes,2.0,0.0,Conventional,Other,0,0.0,0.0,0
1492,85205,SF,2,2.0,1566,223.5,Detached,1968,9362,Community,577.0,N,Yes,N,No,364900,350000,Missing,Yes,Yes,1.0,0.0,Cash,Fixed,0,0.0,0.0,-14900
1493,85205,TH,2,2.0,998,310.62,Attached,1995,888,Community,295.0,N,Yes,N,No,309900,310000,Missing,Yes,Yes,0.0,1.0,FHA,Other,0,0.0,10000.0,100
1494,85205,SF,5,3.5,4081,253.61,Detached,1999,13516,Private,577.0,N,Yes,Y,No,1075000,1035000,Missing,Yes,Yes,3.0,0.0,Cash,Other,0,0.0,0.0,-40000
1495,85205,SF,3,2.0,1846,266.52,Detached,2013,5500,no_pool,160.0,N,Yes,N,No,492000,492000,Missing,Yes,Yes,2.0,0.0,Conventional,Fixed,0,0.0,0.0,0
1496,85205,SF,4,2.0,1405,263.7,Detached,1977,11150,no_pool,100.0,N,Yes,N,No,349900,370500,Missing,Yes,Yes,0.0,2.0,Cash,Other,0,0.0,0.0,20600
1497,85206,SF,3,2.5,1743,266.78,Detached,1998,3339,Community,442.2,N,Yes,N,No,465000,465000,Missing,Yes,Yes,2.0,0.0,FHA,Other,0,2000.0,0.0,0
1498,85206,PH,2,2.0,1266,236.18,Attached,1986,1335,Community,442.2,N,Yes,N,No,299000,299000,Missing,Yes,Yes,1.0,0.0,Conventional,Other,0,0.0,0.0,0
1499,85206,PH,2,2.0,1104,271.64,Attached,1992,1389,Community,145.0,N,Yes,N,No,299900,299900,Missing,Yes,Yes,1.0,0.0,Cash,Fixed,0,0.0,0.0,0
1500,85206,SF,2,2.0,1596,203.63,Detached,1986,6007,Community,103.0,N,Yes,N,No,338000,325000,Missing,Yes,Yes,2.0,0.0,Conventional,Other,0,0.0,0.0,-13000
1501,85206,SF,3,2.0,2233,216.6,Detached,1980,7924,Community,577.0,N,Yes,N,No,499000,483675,Missing,Yes,Yes,2.0,0.0,Other,Other,0,0.0,0.0,-15325
1502,85206,SF,3,2.0,2179,231.75,Detached,1978,9967,Community,442.2,N,Yes,N,No,519000,505000,Missing,Yes,Yes,2.5,0.0,Cash,Fixed,0,0.0,0.0,-14000
1503,85206,PH,2,2.0,1091,300.64,Attached,1986,1430,Community,442.2,N,Yes,N,No,329900,328000,Missing,Yes,Yes,1.0,0.0,Conventional,Fixed,0,8247.5,0.0,-1900
1504,85206,SF,4,3.0,3630,237.6,Detached,1984,48761,Private,228.0,N,Yes,N,No,925000,862500,Missing,Yes,Yes,2.0,0.0,Conventional,Fixed,0,0.0,0.0,-62500
1505,85206,SF,4,2.5,2050,233.65,Detached,1993,7312,no_pool,442.2,N,Yes,N,No,479000,479000,Missing,Yes,Yes,2.0,2.0,Conventional,Other,0,0.0,0.0,0
1506,85206,SF,2,2.0,1576,197.34,Detached,1976,6777,Community,189.0,N,Yes,N,No,312000,311000,Missing,Yes,Yes,2.0,0.0,Other,Fixed,0,0.0,0.0,-1000
1507,85206,AF,2,2.0,1209,239.86,Attached,1979,1206,no_pool,442.2,N,Yes,N,No,298000,290000,Missing,Yes,Yes,0.0,1.0,FHA,Fixed,0,0.0,8940.0,-8000
1508,85206,MM,3,2.0,960,69.27,Detached,1989,555826,no_pool,155.0,Y,Yes,N,No,70000,66500,Missing,Yes,Yes,0.0,1.0,Other,Fixed,0,0.0,0.0,-3500
1509,85206,MM,6,2.0,1800,152.77,Detached,1971,5963,no_pool,402.0,N,Yes,N,No,290000,275000,Missing,Yes,Yes,0.0,2.0,Conventional,Fixed,0,0.0,10000.0,-15000
1510,85206,SF,2,2.0,1994,187.06,Detached,1975,7189,Community,495.0,N,Yes,N,No,375000,373000,Missing,No,Yes,2.0,0.0,VA,Other,0,0.0,3750.0,-2000
1511,85206,SF,2,2.0,1640,207.25,Detached,1988,8087,Community,189.0,N,Yes,N,No,349900,339900,Missing,No,Yes,2.0,0.0,Conventional,Fixed,0,0.0,0.0,-10000
1512,85206,SF,2,2.0,1513,230.66,Detached,1976,6828,Community,442.0,N,Yes,N,No,359000,349000,Missing,No,Yes,2.0,0.0,Cash,Fixed,0,0.0,0.0,-10000
1513,85206,SF,4,2.5,1864,282.99,Detached,1986,7550,Private,40.0,N,Yes,N,No,570000,527500,Missing,No,Yes,2.0,0.0,FHA,Fixed,0,0.0,0.0,-42500
1514,85206,SF,2,2.0,1920,223.96,Detached,1984,7045,Community,55.0,N,Yes,N,No,440000,430000,Missing,No,Yes,2.0,0.0,FHA,Fixed,0,0.0,0.0,-10000
1515,85206,SF,3,2.0,1968,157.52,Detached,1979,8637,Community,150.0,N,Yes,N,No,320000,310000,Missing,No,Yes,2.0,0.0,Cash,Fixed,0,0.0,0.0,-10000
1516,85206,SF,3,2.0,1979,199.59,Detached,1979,7218,Community,160.0,N,Yes,N,No,415500,395000,Missing,No,Yes,2.0,0.0,Cash,Fixed,0,0.0,0.0,-20500
1517,85206,SF,2,1.75,1600,232.81,Detached,1980,6557,Community,560.0,N,Yes,N,No,385000,372500,Missing,No,Yes,2.0,0.0,Conventional,Other,0,0.0,7500.0,-12500
1518,85206,SF,3,2.0,2011,288.42,Detached,1991,8274,Community,390.0,N,Yes,N,No,595000,580013,Missing,No,Yes,2.0,0.0,Cash,Other,0,0.0,0.0,-14987
1519,85206,SF,2,2.5,2168,267.53,Detached,1983,7761,Community,1360.0,N,Yes,N,No,595000,580000,Missing,No,Yes,2.0,0.0,Cash,Other,0,0.0,0.0,-15000
1520,85206,SF,3,2.0,1244,315.59,Detached,1993,7191,no_pool,371.0,N,Yes,N,No,399000,392599,Missing,No,Yes,2.0,0.0,Conventional,Fixed,0,0.0,2500.0,-6401
1521,85206,TH,2,2.0,1323,202.96,Attached,1988,1257,Community,0.0,N,Yes,N,No,274900,268520,Missing,No,Yes,1.0,0.0,Conventional,Other,0,0.0,0.0,-6380
1522,85206,SF,2,2.0,1820,192.58,Detached,1984,6997,Community,118.0,N,Yes,N,No,378100,350500,Missing,No,Yes,2.0,0.0,Cash,Other,0,0.0,0.0,-27600
1523,85206,MM,2,2.0,1400,60.71,Detached,1979,266627,Both,165.0,Y,Yes,N,No,85000,85000,Missing,No,Yes,0.0,2.0,Cash,Other,0,0.0,0.0,0
1524,85206,PH,2,2.0,1493,190.22,Attached,1974,1671,Community,291.0,N,Yes,N,No,295000,284000,Missing,No,Yes,1.0,0.0,Conventional,Fixed,0,0.0,6000.0,-11000
1525,85206,SF,2,2.0,1229,264.44,Detached,1979,7082,Community,324.0,N,Yes,N,No,318000,325000,Missing,No,Yes,2.0,0.0,Conventional,Other,0,0.0,0.0,7000
1526,85206,TH,2,2.0,1085,304.15,Attached,2002,3168,Community,185.0,N,Yes,N,No,335000,330000,Missing,No,Yes,2.0,0.0,Conventional,Other,0,0.0,10050.0,-5000
1527,85206,SF,2,1.75,1621,209.75,Detached,1974,2196,Community,150.0,N,Yes,N,No,345000,340000,Missing,No,Yes,2.0,0.0,Other,Fixed,0,0.0,0.0,-5000
1528,85206,SF,2,2.0,1302,238.09,Detached,1979,6308,Community,43.0,N,Yes,N,No,325000,310000,Missing,No,Yes,2.0,0.0,Cash,Fixed,0,0.0,0.0,-15000
1529,85206,SF,4,2.0,1930,260.1,Detached,1989,7650,Private,221.5,N,Yes,N,No,495000,502000,Missing,No,Yes,2.0,0.0,FHA,Fixed,0,0.0,10000.0,7000
1530,85206,SF,3,3.0,2038,218.35,Detached,2006,2485,Community,165.0,N,Yes,N,No,460000,445000,Missing,No,Yes,2.0,0.0,Conventional,Fixed,0,0.0,0.0,-15000
1531,85206,MM,3,2.0,1456,61.81,Detached,1982,0,Community,300.0,Y,Yes,N,No,90000,90000,Missing,No,Yes,0.0,0.0,Conventional,Other,0,0.0,2700.0,0
1532,85206,SF,3,2.0,1515,263.7,Detached,1988,7021,Community,209.0,N,Yes,N,No,415000,399500,Missing,No,Yes,2.0,0.0,Conventional,Fixed,0,0.0,11000.0,-15500
1533,85206,SF,2,2.0,1223,271.46,Detached,1979,6336,Community,375.0,N,Yes,N,No,335000,332000,Missing,No,Yes,2.0,0.0,Conventional,Fixed,0,0.0,500.0,-3000
1534,85206,TH,2,1.75,1398,214.52,Detached,1979,1870,Community,310.0,N,Yes,N,No,305000,299900,Missing,No,Yes,2.0,0.0,Conventional,Fixed,0,0.0,0.0,-5100
1535,85206,PH,2,2.0,1518,267.45,Attached,2003,2996,Community,133.0,N,Yes,N,No,409000,406000,Missing,No,Yes,2.0,0.0,Cash,Fixed,0,0.0,0.0,-3000
1536,85206,SF,2,1.5,1179,245.89,Detached,1978,7789,Community,342.0,N,Yes,N,No,289900,289900,Missing,No,Yes,0.0,1.0,Conventional,Other,0,0.0,5798.0,0
1537,85206,SF,3,2.0,1795,256.26,Detached,1989,7608,Community,103.0,N,Yes,N,No,475000,460000,Missing,No,Yes,2.0,0.0,Cash,Fixed,0,0.0,0.0,-15000
1538,85206,SF,2,2.0,1664,213.34,Detached,1978,9062,Community,371.0,N,Yes,N,No,365000,355000,Missing,No,Yes,2.0,0.0,Cash,Fixed,0,0.0,0.0,-10000
1539,85206,SF,2,1.75,1439,239.74,Detached,1976,6105,Community,105.0,N,Yes,N,No,355000,345000,Missing,No,Yes,2.0,0.0,Cash,Fixed,0,0.0,0.0,-10000
1540,85206,SF,3,2.0,1408,259.23,Detached,1989,7495,no_pool,371.0,N,Yes,N,No,365000,365000,Missing,No,Yes,2.0,0.0,Cash,Fixed,0,0.0,0.0,0
1541,85206,MM,3,2.0,980,40.82,Detached,1987,0,Community,355.0,Y,Yes,N,No,40000,40000,Missing,No,Yes,0.0,3.0,Cash,Other,0,0.0,0.0,0
1542,85206,SF,2,1.75,1883,188.52,Detached,1980,6292,Community,340.0,N,Yes,N,No,370000,355000,Missing,No,Yes,2.0,0.0,Conventional,Fixed,0,0.0,0.0,-15000
1543,85206,SF,3,2.0,1723,223.44,Detached,1983,8011,Community,340.0,N,Yes,N,No,400000,385000,Missing,No,Yes,2.0,0.0,Cash,Other,0,0.0,0.0,-15000
1544,85206,MM,3,2.0,1040,81.73,Detached,2003,0,Community,324.0,Y,Yes,N,No,85000,85000,Missing,No,Yes,0.0,1.0,Cash,Other,0,0.0,750.0,0
1545,85206,TH,2,2.5,1080,347.22,Attached,2008,1395,Community,340.0,N,Yes,N,No,350000,375000,Missing,No,Yes,1.0,0.0,Conventional,Fixed,0,0.0,0.0,25000
1546,85206,MM,1,1.5,404,358.91,Detached,2010,1948,Community,165.0,N,Yes,N,No,145000,145000,Missing,No,No,0.0,2.0,Cash,Fixed,0,0.0,0.0,0
1547,85206,SF,3,1.75,1362,259.91,Detached,1984,9555,no_pool,113.33,N,Yes,N,No,379900,354000,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,0.0,-25900
1548,85206,SF,4,2.0,1690,325.44,Detached,1998,5945,Private,221.5,N,Yes,N,No,550000,550000,Missing,No,No,2.0,0.0,FHA,Fixed,0,0.0,0.0,0
1549,85206,MM,3,2.0,1708,64.4,Detached,1994,0,no_pool,371.0,Y,Yes,N,No,110000,110000,Missing,No,No,0.0,2.0,Cash,Fixed,0,0.0,5000.0,0
1550,85206,SF,3,1.75,1723,220.55,Detached,1987,9117,Community,165.0,N,Yes,N,No,389000,380000,Missing,No,No,2.0,0.0,Other,Fixed,0,0.0,0.0,-9000
1551,85207,SF,4,3.0,3025,305.79,Detached,2022,54451,no_pool,423.0,N,Yes,N,No,931900,925000,Missing,No,No,4.0,0.0,Conventional,Fixed,0,0.0,0.0,-6900
1552,85207,MM,2,2.0,840,35.71,Detached,1976,0,Community,423.0,Y,Yes,N,No,30000,30000,Missing,No,No,0.0,2.0,Cash,Fixed,0,0.0,11000.0,0
1553,85207,MM,1,1.5,450,55.56,Detached,1993,0,Community,200.52,Y,Yes,N,No,30000,25000,Missing,No,No,0.0,2.0,Other,Fixed,0,0.0,0.0,-5000
1554,85207,SF,5,2.0,1559,263.63,Detached,1971,10006,no_pool,74.13,N,Yes,N,No,419900,411000,Missing,No,No,0.0,1.0,FHA,Other,0,0.0,0.0,-8900
1555,85207,MM,2,2.0,1232,235.39,Detached,2020,0,Community,830.0,Y,Yes,N,No,304900,290000,Missing,No,No,0.0,1.0,Other,Balloon,0,0.0,0.0,-14900
1556,85207,MM,2,2.0,800,86.38,Detached,1995,0,Community,208.0,Y,Yes,N,No,78900,69100,Missing,No,No,0.0,2.0,Other,Other,0,0.0,0.0,-9800
1557,85207,SF,3,2.0,1208,305.46,Detached,1999,5571,no_pool,423.0,N,Yes,N,No,369000,369000,Missing,No,No,2.0,0.0,Conventional,Other,0,0.0,9000.0,0
1558,85207,SF,4,3.0,2952,293.02,Detached,2007,11015,Community,830.0,N,Yes,N,No,864000,865000,Missing,No,No,3.0,0.0,Cash,Other,0,0.0,0.0,1000
1559,85207,SF,4,2.0,1963,241.97,Detached,1998,7944,Private,0.0,N,Yes,N,No,489000,475000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,5000.0,-14000
1560,85207,SF,4,3.5,4061,273.95,Detached,2016,19600,Private,830.0,N,Yes,N,No,1200000,1112500,Missing,No,No,4.0,0.0,Other,Fixed,0,0.0,0.0,-87500
1561,85207,SF,4,3.0,2846,300.42,Detached,2005,35001,Private,167.55,N,Yes,N,No,875900,855000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,4500.0,-20900
1562,85207,MM,1,2.0,750,98.66,Detached,1996,0,Community,54.67,Y,Yes,N,No,79900,74000,Missing,No,No,0.0,1.0,Cash,Other,0,0.0,0.0,-5900
1563,85207,SF,4,3.5,2518,476.57,Detached,2020,51754,no_pool,80.0,N,Yes,N,No,1200000,1200000,Missing,No,No,4.0,0.0,Conventional,Fixed,0,0.0,0.0,0
1564,85207,SF,3,2.5,1353,247.59,Detached,1998,3245,Community,152.0,N,Yes,N,No,340000,335000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,0.0,-5000
1565,85207,SF,3,2.0,1254,310.21,Detached,1975,8002,no_pool,854.0,N,Yes,N,No,397000,389000,Missing,No,No,2.0,0.0,FHA,Fixed,0,0.0,3890.0,-8000
1566,85207,SF,3,3.0,2279,299.91,Detached,2023,7800,no_pool,885.0,N,Yes,N,No,699899,683500,Missing,No,No,3.0,0.0,Conventional,Other,0,0.0,0.0,-16399
1567,85207,SF,3,2.0,1484,206.2,Detached,1973,8485,no_pool,854.0,N,Yes,N,No,300000,306000,Missing,No,No,0.0,1.0,Other,Other,0,0.0,0.0,6000
1568,85207,SF,3,2.0,1344,296.87,Detached,1999,7400,no_pool,90.03,N,Yes,N,No,399000,399000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,10000.0,0
1569,85207,SF,4,4.5,3458,314.92,Detached,2004,23099,Both,854.0,N,Yes,N,No,1185000,1089000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,0.0,-96000
1570,85207,SF,5,3.0,2736,295.69,Detached,1996,7732,Both,237.0,N,Yes,N,No,809000,809000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,16180.0,0
1571,85207,SF,4,2.0,1701,258.67,Detached,1998,8941,Private,854.0,N,Yes,N,No,449999,440000,Missing,No,No,2.0,0.0,FHA,Other,0,0.0,15000.0,-9999
1572,85207,SF,4,3.0,2653,365.24,Detached,2018,11433,Private,865.0,N,Yes,N,No,984000,969000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,0.0,-15000
1573,85207,SF,3,3.0,2009,331.01,Detached,2010,7517,Community,237.0,N,Yes,N,No,675000,665000,Missing,No,No,3.0,0.0,Other,Other,0,0.0,2500.0,-10000
1574,85207,SF,4,2.5,2780,205.03,Detached,1988,11757,Private,184.0,N,Yes,N,No,599900,570000,Missing,No,No,3.0,0.0,Conventional,Other,0,0.0,0.0,-29900
1575,85207,SF,4,4.5,4505,421.75,Detached,2017,33433,Both,764.5,N,Yes,N,No,1900000,1900000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,57000.0,0
1576,85207,SF,3,2.0,2003,290.56,Detached,2000,10337,no_pool,830.0,N,Yes,N,No,582000,582000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,1000.0,0
1577,85207,SF,3,2.0,1648,288.23,Detached,2003,8833,no_pool,273.0,N,Yes,N,No,495000,475000,Missing,No,No,3.0,0.0,Conventional,Other,0,0.0,0.0,-20000
1578,85207,SF,5,6.5,5436,395.51,Detached,2021,49607,Private,885.0,N,Yes,N,No,2195000,2150000,Missing,No,No,9.0,0.0,Conventional,Other,0,0.0,21950.0,-45000
1579,85207,SF,5,3.0,2658,214.44,Detached,1989,9296,no_pool,423.0,N,Yes,N,No,590000,570000,Missing,No,No,0.0,0.0,Conventional,Fixed,0,0.0,6000.0,-20000
1580,85207,MM,2,1.75,620,78.87,Detached,1987,0,Community,74.13,Y,Yes,N,No,48900,48900,Missing,No,No,0.0,1.0,Other,Fixed,0,0.0,0.0,0
1581,85207,MM,1,2.0,725,124.14,Detached,1992,0,Community,854.0,Y,Yes,N,No,84900,90000,Missing,No,No,0.0,2.0,Other,Other,0,0.0,5000.0,5100
1582,85207,MM,1,2.0,400,45.0,Attached,1995,3049,Both,830.0,Y,Yes,N,No,21000,18000,Missing,No,No,0.0,1.0,Cash,Other,0,0.0,0.0,-3000
1583,85207,MM,1,2.0,750,63.86,Detached,1988,0,Community,884.0,Y,Yes,N,No,49900,47900,Missing,No,No,0.0,1.0,Cash,Other,0,0.0,0.0,-2000
1584,85207,SF,4,2.5,2575,285.44,Detached,2016,11410,Private,423.0,N,Yes,N,No,739900,735000,Missing,No,No,3.0,0.0,Cash,Other,0,0.0,0.0,-4900
1585,85207,MM,2,2.0,1200,125.0,Detached,2022,2500,Community,830.0,Y,Yes,N,No,150000,150000,Missing,No,No,0.0,2.0,Cash,Other,0,500.0,0.0,0
1586,85207,TH,2,2.0,1834,308.07,Attached,2002,176,Community,885.0,N,Yes,N,No,575000,565000,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,0.0,-10000
1587,85207,SF,4,3.0,1925,319.48,Detached,2005,6158,Community,885.0,N,Yes,N,No,625000,615000,Missing,No,No,2.0,0.0,Conventional,Other,0,0.0,0.0,-10000
1588,85207,MM,1,1.5,550,77.09,Detached,1990,0,Community,273.0,Y,Yes,N,No,39900,42400,Missing,No,No,0.0,1.0,Cash,Other,0,0.0,0.0,2500
1589,85207,MM,3,2.0,1248,237.98,Detached,1998,6599,no_pool,264.0,N,Yes,N,No,299990,297000,Missing,No,No,0.0,2.0,FHA,Other,0,0.0,13500.0,-2990
1590,85207,SF,3,2.0,1484,370.62,Detached,2010,5625,Community,885.0,N,Yes,N,No,550000,550000,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,0.0,0
1591,85207,TH,3,3.5,2636,284.07,Attached,2002,1365,Community,140.0,N,Yes,N,No,790000,748800,Missing,No,No,2.0,0.0,Other,Fixed,0,0.0,0.0,-41200
1592,85207,SF,5,4.5,4403,289.58,Detached,2013,35439,Both,885.0,N,Yes,N,No,1325000,1275000,Missing,No,No,4.0,0.0,Conventional,Fixed,0,0.0,0.0,-50000
1593,85207,MM,3,2.0,1404,154.84,Detached,2003,0,Community,237.0,Y,Yes,N,No,219900,217400,Missing,No,No,0.0,2.0,Other,Fixed,0,0.0,0.0,-2500
1594,85207,MM,1,1.0,675,40.74,Detached,1987,0,Community,237.0,Y,Yes,N,No,30000,27500,Missing,No,No,0.0,2.0,Other,Other,0,0.0,0.0,-2500
1595,85207,TH,3,2.5,1455,253.6,Attached,2017,1197,Community,833.0,N,Yes,N,No,369000,369000,Missing,No,No,2.0,0.0,FHA,Fixed,0,0.0,11070.0,0
1596,85207,SF,3,2.0,1376,300.33,Detached,1985,9945,no_pool,237.0,N,Yes,N,No,415000,413260,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,9500.0,-1740
1597,85207,SF,4,3.5,3025,277.68,Detached,2000,13995,Private,423.0,N,Yes,N,No,850000,840000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,0.0,-10000
1598,85207,SF,5,3.0,2732,292.79,Detached,2000,17529,Both,885.0,N,Yes,N,No,799900,799900,Missing,No,No,3.0,0.0,Exchange,Fixed,0,0.0,0.0,0
1599,85207,SF,5,3.0,2780,232.01,Detached,2023,9300,no_pool,830.0,N,Yes,Y,No,649900,645000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,10000.0,-4900
1600,85207,SF,3,2.0,1295,239.38,Detached,1978,9875,no_pool,885.0,N,Yes,N,No,355000,310000,Missing,No,No,0.0,0.0,Other,Fixed,0,0.0,0.0,-45000
1601,85207,SF,4,3.0,2733,250.64,Detached,2002,10366,Both,80.71,N,Yes,N,No,699000,685000,Missing,No,No,3.0,0.0,Cash,Fixed,0,0.0,5000.0,-14000
1602,85207,SF,3,2.0,2240,305.8,Detached,2000,11110,no_pool,830.0,N,Yes,N,No,697500,685000,Missing,No,No,3.0,0.0,Conventional,Other,0,0.0,0.0,-12500
1603,85207,SF,4,3.0,2064,230.13,Detached,2018,4500,Community,0.0,N,Yes,N,No,475000,475000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,2000.0,0
1604,85207,SF,4,4.5,3204,385.69,Detached,2018,9417,Both,830.0,N,Yes,N,No,1250000,1235750,Missing,No,No,3.0,0.0,Cash,Other,0,0.0,0.0,-14250
1605,85207,SF,4,3.5,3524,361.8,Detached,1999,26423,Both,165.0,N,Yes,N,No,1289000,1275000,Missing,No,No,3.0,0.0,Cash,Fixed,0,0.0,0.0,-14000
1606,85207,SF,3,2.0,1499,310.21,Detached,1999,7000,no_pool,275.0,N,Yes,N,No,460000,465000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,13045.0,5000
1607,85207,SF,4,4.0,4558,362.0,Detached,2009,29488,Both,262.0,N,Yes,N,No,1750000,1650000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,7500.0,-100000
1608,85207,TH,1,1.0,665,285.71,Stacked,1986,684,Both,233.5,N,Yes,N,No,195000,190000,Missing,No,No,0.0,1.0,Cash,Fixed,0,0.0,0.0,-5000
1609,85207,SF,5,3.0,3842,258.98,Detached,2002,11116,Both,180.0,N,Yes,Y,No,998000,995000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,500.0,-3000
1610,85207,SF,4,2.5,1796,272.82,Detached,2024,12558,no_pool,210.0,N,Yes,N,No,485000,490000,Missing,No,No,2.0,0.0,FHA,Fixed,0,0.0,5000.0,5000
1611,85207,SF,4,3.0,2462,430.54,Detached,2023,7804,no_pool,150.0,N,Yes,N,No,1094420,1060000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,0.0,-34420
1612,85207,SF,3,3.0,1926,356.96,Detached,2007,6264,Both,149.0,N,No,N,No,700000,687500,Missing,No,No,2.0,0.0,Cash,Other,0,0.0,0.0,-12500
1613,85207,SF,3,3.0,2036,238.21,Detached,2017,2842,Community,240.0,N,No,N,No,496000,485000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,0.0,-11000
1614,85207,SF,4,3.0,2732,300.14,Detached,1999,8883,Both,165.0,N,No,N,No,810000,820000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,0.0,10000
1615,85207,MM,3,2.0,1100,77.27,Detached,1997,2500,Community,350.0,Y,No,N,No,85000,85000,Missing,No,No,0.0,2.0,Cash,Other,0,0.0,0.0,0
1616,85207,SF,4,2.0,1788,290.82,Detached,1990,12589,Private,200.0,N,No,N,No,535000,520000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,13000.0,-15000
1617,85207,SF,3,2.0,1743,304.07,Detached,1990,13430,no_pool,102.0,N,No,N,No,535000,530000,Missing,No,No,2.0,0.0,Cash,Other,0,0.0,0.0,-5000
1618,85207,SF,5,4.5,4181,251.14,Detached,2013,11318,Both,102.0,N,No,N,No,1150000,1050000,Missing,No,No,4.0,0.0,Conventional,Other,0,0.0,0.0,-100000
1619,85207,MM,2,2.0,1008,165.67,Detached,2003,0,Community,220.0,Y,No,N,No,169900,167000,Missing,No,No,0.0,1.0,Cash,Fixed,0,0.0,0.0,-2900
1620,85207,MM,2,2.0,748,117.64,Detached,2011,0,Community,102.0,Y,No,N,No,89999,88000,Missing,No,No,0.0,1.0,Cash,Fixed,0,0.0,0.0,-1999
1621,85207,SF,3,3.0,2279,298.33,Detached,2023,7854,no_pool,123.0,N,No,N,No,679900,679900,Missing,No,No,3.0,0.0,Conventional,Other,0,0.0,2000.0,0
1622,85207,SF,3,2.0,1762,323.5,Detached,2002,7472,Community,123.0,N,No,N,No,575000,570000,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,0.0,-5000
1623,85207,MM,1,1.0,733,88.67,Detached,1990,0,Community,123.0,Y,No,N,No,65000,65000,Missing,No,No,0.0,2.0,Cash,Other,0,0.0,0.0,0
1624,85207,SF,3,2.0,1565,268.37,Detached,1998,6229,no_pool,55.0,N,No,N,No,420000,420000,Missing,No,No,2.0,0.0,FHA,Fixed,0,0.0,8400.0,0
1625,85207,SF,3,2.0,1744,243.69,Detached,2016,5987,no_pool,123.0,N,No,N,No,415000,425000,Missing,No,No,3.0,0.0,Conventional,Other,0,0.0,0.0,10000
1626,85207,MM,2,1.0,841,255.65,Detached,1980,6138,no_pool,100.0,N,No,N,No,215000,215000,Missing,No,No,0.0,2.0,FHA,Fixed,0,0.0,2500.0,0
1627,85207,SF,3,2.0,1328,323.79,Detached,1986,12123,no_pool,180.0,N,No,N,No,415000,430000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,12450.0,15000
1628,85207,SF,3,2.0,2099,323.24,Detached,2000,10002,Private,100.0,N,No,N,No,678500,678500,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,20000.0,0
1629,85207,SF,3,2.0,1280,273.43,Detached,1996,10626,no_pool,136.0,N,No,N,No,348000,350000,Missing,No,No,2.0,0.0,FHA,Fixed,0,0.0,10000.0,2000
1630,85207,TH,3,2.5,1455,254.23,Attached,2017,1197,Community,125.0,N,No,N,No,369900,369900,Missing,No,No,2.0,0.0,FHA,Fixed,0,0.0,0.0,0
1631,85207,SF,4,3.5,2659,381.72,Detached,2014,9100,Private,180.0,N,No,N,No,1025000,1015000,Missing,No,No,3.0,0.0,Cash,Other,0,0.0,0.0,-10000
1632,85207,MM,2,2.0,800,106.13,Detached,2004,0,Community,180.0,Y,No,N,No,84900,84900,Missing,No,No,0.0,1.0,Other,Other,0,0.0,0.0,0
1633,85207,MM,2,1.5,784,25.51,Detached,1979,0,Community,114.0,Y,No,N,No,20000,20000,Missing,No,No,0.0,2.0,Cash,Other,0,0.0,0.0,0
1634,85208,MM,2,1.5,1148,117.6,Detached,1973,6512,Community,196.51,N,No,N,No,155000,135000,Missing,No,No,0.0,2.0,Cash,Fixed,0,0.0,3000.0,-20000
