,Zip_Code,Dwelling_Type,Nr_Bedrooms,Nr_Bathrooms,Approx_SQFT,Price_per_SqFt,Dwelling_Styles,Year_Built,Approx_Lot_SqFt,Pool,HOA_Fee,Land_Lease_Fee,Clubhouse_Rec_Room,Basement,RV_Gate,List_Price,Sold_Price,Building_Style,Gated_Community,Workout_Facility,Garage_Spaces,Carport_Spaces,Loan_Type,Payment_Type,HOA_Missing,Buyer_Concession,Seller_Concession,diff_List_Sold
683,85040,SF,4,3.0,1942,260.04,Detached,2017,4936,no_pool,,N,No,N,No,515000,505000,Missing,No,No,2.0,0.0,Conventional,Missing,1,0.0,0.0,-10000
684,85040,SF,3,2.0,1096,327.55,Detached,1987,11880,no_pool,,N,No,N,No,359000,359000,Missing,No,No,0.0,1.0,FHA,Missing,1,0.0,13986.48,0
685,85040,SF,2,1.0,789,257.29,Detached,1927,17297,no_pool,,N,No,N,No,190000,203000,Missing,No,No,0.0,0.0,Cash,Missing,1,0.0,0.0,13000
686,85040,SF,3,1.0,1020,325.49,Detached,1955,5998,no_pool,,N,No,N,No,329999,332000,Missing,No,No,0.0,1.0,FHA,Missing,1,0.0,10000.0,2001
687,85040,SF,4,3.0,1806,257.48,Detached,2003,8333,Private,,N,No,N,No,474900,465000,Missing,No,No,2.0,0.0,Conventional,Missing,1,0.0,7123.5,-9900
688,85040,SF,3,2.0,1329,275.02,Detached,2006,7436,no_pool,,N,No,N,No,365000,365500,Missing,No,No,2.0,0.0,VA,Missing,1,0.0,5500.0,500
689,85040,SF,4,2.0,2074,216.48,Detached,2023,7495,no_pool,,N,No,N,No,449000,449000,Missing,No,No,2.0,0.0,Conventional,Missing,1,0.0,5000.0,0
690,85040,SF,3,2.0,1505,275.75,Detached,1974,8207,Private,,N,No,N,No,415000,415000,Missing,No,No,0.0,2.0,Conventional,Missing,1,0.0,8300.0,0
691,85040,SF,3,1.0,909,344.33,Detached,1948,8462,no_pool,,N,No,N,No,310000,313000,Missing,No,No,0.0,1.0,FHA,Missing,1,0.0,7750.0,3000
692,85040,SF,3,2.5,1756,205.01,Attached,2003,5141,no_pool,,N,No,N,No,370000,360000,Missing,No,No,2.0,0.0,FHA,Missing,1,0.0,7400.0,-10000
693,85040,SF,5,3.0,1939,237.23,Detached,2017,5697,no_pool,,N,No,N,No,474900,460000,Missing,No,No,2.0,0.0,Conventional,Missing,1,0.0,0.0,-14900
694,85040,SF,3,2.0,1443,255.02,Detached,2005,7433,no_pool,,N,No,N,No,368000,368000,Missing,No,No,2.0,0.0,FHA,Missing,1,0.0,9200.0,0
695,85040,SF,4,2.0,1305,232.95,Detached,1946,6421,no_pool,,N,No,N,No,300000,304000,Missing,No,No,0.0,3.0,Conventional,Missing,1,0.0,6000.0,4000
696,85040,SF,3,2.0,1281,259.17,Detached,2002,7183,no_pool,,N,No,N,No,354999,332000,Missing,No,No,2.0,0.0,FHA,Missing,1,0.0,5000.0,-22999
697,85040,TH,3,2.0,1254,279.11,Detached,2005,853,Community,,N,No,N,No,355000,350000,Missing,No,No,2.0,0.0,Conventional,Missing,1,0.0,2500.0,-5000
698,85040,SF,2,1.0,912,232.45,Detached,1948,9104,no_pool,,N,No,N,No,250000,212000,Missing,No,No,0.0,0.0,Cash,Missing,1,0.0,0.0,-38000
699,85040,SF,3,2.0,1565,249.14,Detached,2002,5640,no_pool,,N,No,N,No,389900,389900,Missing,No,No,2.0,0.0,Conventional,Missing,1,0.0,0.0,0
700,85040,SF,3,1.0,1043,297.21,Detached,1955,6652,no_pool,,N,No,N,No,319000,310000,Missing,No,No,0.0,1.0,FHA,Missing,1,0.0,6000.0,-9000
701,85041,SF,4,3.5,3063,415.25,Detached,2022,9083,no_pool,175.0,N,No,N,No,1165000,1271908,Missing,Yes,No,3.0,0.0,Conventional,Missing,0,0.0,0.0,106908
702,85041,SF,4,2.0,2250,199.56,Detached,2005,6873,no_pool,68.0,N,Yes,N,Yes,449000,449000,2-3-4 Plex,Yes,Yes,2.0,0.0,Conventional,Fixed,0,0.0,8980.0,0
703,85041,SF,3,2.5,2103,183.07,Detached,2003,3750,no_pool,80.0,N,Yes,N,Yes,379900,385000,2-3-4 Plex,Yes,Yes,2.0,0.0,FHA,Fixed,0,0.0,7000.0,5100
704,85041,MM,3,2.0,1344,55.8,Detached,1998,0,Community,68.0,Y,Yes,N,Yes,87500,75000,2-3-4 Plex,Yes,Yes,0.0,2.0,Conventional,Fixed,0,1392.0,0.0,-12500
705,85041,SF,3,2.0,1310,274.81,Detached,2006,5175,no_pool,58.0,N,No,N,Yes,370000,360000,Missing,Yes,No,2.0,0.0,FHA,Fixed,0,0.0,9250.0,-10000
706,85041,SF,3,2.0,1726,231.75,Detached,2003,6600,Private,90.0,N,No,N,Yes,405000,400000,Missing,Yes,No,2.0,0.0,Conventional,Fixed,0,0.0,10000.0,-5000
707,85041,SF,4,2.0,2578,183.47,Detached,2023,6854,no_pool,35.0,N,No,N,Yes,472990,472990,Missing,Yes,No,2.0,0.0,Conventional,Fixed,0,0.0,25542.0,0
708,85041,SF,3,2.0,1228,254.89,Detached,2001,3825,no_pool,80.0,N,No,N,Yes,330000,313000,Missing,Yes,No,2.0,0.0,Cash,Fixed,0,0.0,0.0,-17000
709,85041,SF,3,2.5,1519,246.87,Detached,2003,3636,no_pool,90.0,N,No,N,Yes,375000,375000,Missing,Yes,No,2.0,0.0,VA,Fixed,0,0.0,11250.0,0
710,85041,SF,4,3.0,1580,162.66,Detached,1956,6051,no_pool,25.0,N,No,N,Yes,310000,257000,Missing,Yes,No,0.0,2.0,Cash,Other,0,0.0,0.0,-53000
711,85041,SF,4,3.0,2524,205.29,Detached,2023,6600,no_pool,77.0,N,No,N,No,512990,518140,Missing,Yes,No,2.0,0.0,Conventional,Fixed,0,0.0,10000.0,5150
712,85041,MM,3,1.5,854,140.52,Detached,1983,5876,no_pool,138.0,N,No,N,No,135500,120000,Missing,Yes,No,0.0,1.0,Cash,Fixed,0,0.0,0.0,-15500
713,85041,SF,4,3.5,3731,167.51,Detached,2004,15982,no_pool,162.0,N,No,N,No,675000,625000,Missing,Yes,No,3.0,0.0,Cash,Fixed,0,0.0,0.0,-50000
714,85041,SF,4,2.0,2312,240.05,Detached,2016,7794,Private,147.0,N,No,N,No,550000,555000,Missing,Yes,No,3.0,0.0,FHA,Fixed,0,0.0,11000.0,5000
715,85041,SF,3,2.0,1330,259.39,Detached,2004,5983,no_pool,79.0,N,No,N,No,358000,345000,Missing,Yes,No,2.0,0.0,VA,Fixed,0,0.0,3000.0,-13000
716,85041,SF,5,3.0,2348,161.83,Detached,2006,13081,no_pool,272.0,N,No,N,No,410000,380000,Missing,Yes,No,2.0,0.0,Cash,Other,0,0.0,0.0,-30000
717,85041,SF,4,2.0,2097,204.1,Detached,2017,0,no_pool,90.0,N,No,N,No,428000,428000,Missing,Yes,No,2.0,0.0,Conventional,Fixed,0,0.0,8560.0,0
718,85041,SF,4,2.0,1990,233.67,Detached,2012,9291,no_pool,62.0,N,No,N,No,487000,465000,Missing,Yes,No,2.0,0.0,Conventional,Fixed,0,0.0,6000.0,-22000
719,85041,SF,3,2.0,1327,290.12,Detached,2023,5625,no_pool,100.0,N,No,N,No,384990,384990,Missing,Yes,No,2.0,0.0,VA,Fixed,0,0.0,22799.0,0
720,85041,SF,3,2.0,1125,346.66,Detached,2020,4840,no_pool,90.0,N,No,N,No,385000,390000,Missing,Yes,No,2.0,0.0,FHA,Fixed,0,0.0,13000.0,5000
721,85041,SF,3,2.0,1345,263.94,Detached,2004,6689,no_pool,79.0,N,No,N,No,355000,355000,Missing,Yes,No,2.0,0.0,VA,Other,0,0.0,9500.0,0
722,85041,SF,4,2.0,1925,233.25,Detached,2021,6187,no_pool,74.0,N,No,N,No,449000,449000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,11225.0,0
723,85041,SF,4,2.0,1470,274.83,Detached,2021,4358,no_pool,152.0,N,No,N,No,409900,404000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,350.0,-5900
724,85041,SF,4,2.0,1906,238.71,Detached,2003,8340,Private,44.0,N,No,N,No,449000,455000,Missing,No,No,3.0,0.0,FHA,Fixed,0,13470.0,0.0,6000
725,85041,SF,3,2.5,2357,194.73,Detached,2014,6891,no_pool,72.6,N,No,N,No,459000,459000,Missing,No,No,2.0,0.0,Conventional,Other,0,0.0,0.0,0
726,85041,SF,5,3.0,4113,151.95,Detached,2005,11043,no_pool,93.0,N,No,N,No,625000,625000,Missing,No,No,3.0,0.0,Conventional,Other,0,0.0,12500.0,0
727,85041,SF,3,2.0,1516,244.06,Detached,2004,6687,no_pool,170.0,N,No,N,No,370000,370000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,8550.0,0
728,85041,SF,3,2.0,1620,163.58,Detached,1942,5994,no_pool,167.0,N,No,N,No,285000,265000,Missing,No,No,0.0,0.0,Cash,Fixed,0,0.0,0.0,-20000
729,85041,SF,3,2.0,980,345.92,Detached,1946,8512,no_pool,167.0,N,No,N,No,339000,339000,Missing,No,No,0.0,0.0,Conventional,Fixed,0,0.0,6780.0,0
730,85041,SF,3,2.0,1305,269.63,Detached,2019,5227,no_pool,215.0,N,No,N,No,339999,351875,Missing,No,No,2.0,0.0,FHA,Other,0,0.0,0.0,11876
731,85041,SF,3,1.0,1040,240.38,Detached,1958,6016,no_pool,310.0,N,No,N,No,250000,250000,Missing,No,No,0.0,1.0,FHA,Other,0,0.0,0.0,0
732,85041,SF,4,2.5,3399,175.05,Detached,2005,10354,Private,310.0,N,No,N,No,610000,595000,Missing,No,No,3.0,0.0,Cash,Fixed,0,0.0,0.0,-15000
733,85041,SF,4,1.0,1248,204.33,Detached,1963,11121,no_pool,173.75,N,No,N,No,249900,255000,Missing,No,No,0.0,0.0,Other,Fixed,0,0.0,0.0,5100
734,85041,SF,3,1.0,1046,296.37,Detached,1961,6177,no_pool,110.0,N,No,N,No,310000,310000,Missing,No,No,0.0,1.0,Conventional,Fixed,0,0.0,0.0,0
735,85042,SF,3,2.0,1714,288.8,Detached,2017,5428,Community,253.0,N,No,N,No,495000,495000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,0.0,0
736,85042,SF,3,2.5,1901,336.14,Detached,2023,5786,no_pool,110.0,N,No,N,No,639000,639000,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,5000.0,0
737,85042,SF,3,2.5,2687,245.51,Detached,2023,5779,no_pool,151.0,N,No,N,No,659692,659692,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,22004.0,0
738,85042,TH,2,2.0,826,284.5,Attached,1986,886,Community,185.0,N,No,N,No,245000,235000,Missing,No,No,0.0,1.0,Other,Fixed,0,0.0,1500.0,-10000
739,85042,SF,4,2.0,1763,160.52,Detached,1956,10778,no_pool,115.0,N,No,N,No,380000,283000,Missing,No,No,0.0,2.0,Cash,Fixed,0,0.0,0.0,-97000
740,85042,TH,2,2.0,1205,256.43,Attached,2006,1203,Community,85.0,N,No,N,No,306000,309000,Missing,No,No,1.0,0.0,FHA,Fixed,0,0.0,3750.0,3000
741,85042,SF,3,2.0,1774,225.47,Detached,1973,6238,no_pool,88.0,N,No,N,No,400000,400000,Missing,No,No,0.0,1.0,FHA,Fixed,0,0.0,12000.0,0
742,85042,AF,3,2.5,1536,234.38,Attached,2006,788,Community,96.0,N,No,N,No,350000,360000,Missing,No,No,2.0,0.0,FHA,Fixed,0,0.0,10000.0,10000
743,85042,MM,3,2.0,1441,180.43,Detached,1973,6471,no_pool,68.0,N,No,N,No,260000,260000,Missing,No,No,0.0,2.0,Other,Fixed,0,0.0,3000.0,0
744,85042,SF,4,3.0,3504,247.71,Detached,2002,20614,no_pool,165.0,N,No,N,No,850000,868000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,18000.0,18000
745,85042,SF,4,2.0,2438,184.57,Detached,1971,12484,no_pool,202.8,N,No,N,No,450000,450000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,0.0,0
746,85042,SF,5,2.5,2915,203.09,Detached,2005,7934,no_pool,375.0,N,No,N,No,639900,592000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,10300.0,-47900
747,85042,SF,2,1.0,858,308.86,Detached,1955,6438,no_pool,310.0,N,No,N,No,275000,265000,Missing,No,No,0.0,1.0,Conventional,Fixed,0,0.0,7950.0,-10000
748,85042,SF,3,2.0,1308,275.23,Detached,1980,7183,Private,176.0,N,No,N,No,375000,360000,Missing,No,No,2.0,0.0,FHA,Fixed,0,0.0,1875.0,-15000
749,85042,SF,3,2.0,1169,299.4,Detached,1949,6325,no_pool,178.0,N,No,N,No,350000,350000,Missing,No,No,0.0,2.0,FHA,Fixed,0,0.0,10500.0,0
750,85042,AF,1,1.0,624,384.61,Attached,1999,880,Community,215.0,N,No,N,No,240000,240000,Missing,No,No,0.0,1.0,Conventional,Missing,0,0.0,0.0,0
751,85042,SF,4,2.0,1628,239.49,Detached,1980,6826,no_pool,,N,No,N,No,389900,389900,Missing,No,No,2.0,0.0,FHA,Missing,1,0.0,11697.0,0
752,85042,SF,3,2.0,1439,291.86,Detached,2000,4224,Community,,N,No,N,No,444900,420000,Missing,No,No,2.0,0.0,Cash,Missing,1,0.0,0.0,-24900
753,85042,TH,2,2.0,863,358.05,Attached,1984,2500,no_pool,,N,No,N,No,310000,309000,Missing,No,No,0.0,2.0,FHA,Missing,1,0.0,9270.0,-1000
754,85042,SF,3,2.5,2858,300.9,Detached,2010,14000,Private,,N,No,N,No,879000,860000,Missing,No,No,3.0,0.0,Conventional,Missing,1,0.0,0.0,-19000
755,85042,SF,3,2.0,1809,234.94,Detached,2013,7376,no_pool,,N,No,N,No,425000,425000,Missing,No,No,2.0,0.0,Conventional,Missing,1,0.0,5000.0,0
756,85042,SF,3,2.0,1530,261.44,Detached,2000,6710,no_pool,,N,No,N,No,400000,400000,Missing,No,No,2.0,0.0,Conventional,Missing,1,0.0,20000.0,0
757,85042,SF,3,2.0,1703,291.25,Detached,2000,4750,Community,,N,No,N,No,499990,496000,Missing,No,No,2.0,0.0,Conventional,Missing,1,0.0,4999.9,-3990
758,85042,SF,2,2.0,924,351.73,Detached,1983,3877,no_pool,,N,No,N,No,335000,325000,Missing,No,No,2.0,0.0,Conventional,Missing,1,0.0,0.0,-10000
759,85042,SF,3,2.0,1386,245.31,Detached,2004,5500,no_pool,,N,No,N,No,345000,340000,Missing,No,No,2.0,0.0,FHA,Missing,1,0.0,5000.0,-5000
760,85042,SF,4,3.5,3144,284.98,Detached,2022,9100,Both,,N,No,N,No,899900,896000,Missing,No,No,3.0,0.0,Conventional,Missing,1,0.0,0.0,-3900
761,85042,SF,3,2.0,1734,286.61,Detached,2015,4950,Community,,N,No,N,No,499999,496999,Missing,No,No,2.0,0.0,VA,Missing,1,0.0,2000.0,-3000
762,85042,SF,3,2.0,1630,251.39,Detached,1998,5676,no_pool,,N,No,N,No,409775,409775,Missing,No,No,2.0,0.0,Cash,Missing,1,0.0,0.0,0
763,85042,SF,3,1.5,918,332.24,Detached,1946,11964,no_pool,,N,No,N,No,305000,305000,Missing,No,No,0.0,0.0,FHA,Missing,1,0.0,12200.0,0
764,85042,SF,4,2.0,2429,201.32,Detached,1970,14566,no_pool,,N,No,N,No,489000,489000,Missing,No,No,2.0,2.0,FHA,Missing,1,0.0,0.0,0
765,85042,SF,4,3.0,3076,178.77,Detached,1976,20752,no_pool,,N,No,N,No,549900,549900,Missing,No,No,0.0,2.0,FHA,Missing,1,0.0,19246.5,0
766,85042,TH,2,2.0,1205,265.56,Attached,2006,1203,Both,,N,No,N,No,320000,320000,Missing,No,No,1.0,0.0,Conventional,Missing,1,0.0,0.0,0
767,85042,SF,3,2.0,2022,202.76,Detached,2001,7392,Both,,N,No,N,No,499990,410000,Missing,No,No,2.0,0.0,Cash,Missing,1,0.0,0.0,-89990
768,85042,MM,2,1.0,660,242.42,Detached,1973,6128,no_pool,,N,No,N,No,149700,160000,Missing,No,No,0.0,4.0,Cash,Missing,1,0.0,0.0,10300
769,85042,SF,3,2.0,1528,242.14,Detached,1984,10467,no_pool,,N,No,N,No,380000,370000,Missing,No,No,0.0,0.0,Conventional,Missing,1,0.0,10000.0,-10000
770,85042,SF,3,2.0,1158,280.66,Detached,1973,6882,no_pool,,N,No,N,No,300000,325000,Missing,No,No,0.0,2.0,Conventional,Missing,1,0.0,9000.0,25000
771,85042,SF,3,2.0,1949,256.02,Detached,2019,6075,no_pool,,N,No,N,No,504999,499000,Missing,No,No,2.0,0.0,Conventional,Missing,1,0.0,0.0,-5999
772,85042,SF,4,2.0,1819,168.77,Detached,1973,6608,Private,,N,No,N,No,340000,307000,Missing,No,No,3.0,0.0,Cash,Missing,1,0.0,0.0,-33000
773,85042,TH,2,1.5,889,281.1,Attached,1986,515,Community,,N,No,N,No,249900,249900,Missing,No,No,0.0,1.0,Conventional,Missing,1,0.0,2500.0,0
774,85042,SF,4,2.0,1584,174.87,Detached,1973,6146,no_pool,,N,No,N,No,277000,277000,Missing,No,No,2.0,0.0,Cash,Missing,1,0.0,0.0,0
775,85043,SF,3,2.0,1578,234.47,Detached,2020,4860,no_pool,73.7,N,No,N,No,379000,370000,Missing,No,No,2.0,2.0,Conventional,Fixed,0,0.0,11100.0,-9000
776,85043,SF,5,3.0,2046,212.61,Detached,2019,5520,no_pool,67.5,N,Yes,N,Yes,445000,435000,String,Yes,Yes,2.0,0.0,Cash,Fixed,0,0.0,0.0,-10000
777,85043,SF,3,2.5,1632,206.92,Detached,2006,2573,no_pool,119.0,N,Yes,N,Yes,330000,337700,String,Yes,Yes,2.0,0.0,FHA,Fixed,0,0.0,11000.0,7700
778,85043,SF,3,2.5,1614,205.7,Detached,2020,2280,no_pool,119.0,N,Yes,N,Yes,339900,332000,Clustered,Yes,Yes,2.0,0.0,FHA,Fixed,0,0.0,8497.5,-7900
779,85043,SF,5,3.0,2400,158.33,Detached,2004,6325,Private,82.0,N,Yes,N,Yes,333000,380000,2-3-4 Plex,Yes,Yes,2.0,0.0,Cash,Fixed,0,0.0,1200.0,47000
780,85043,TH,2,1.0,850,194.11,Attached,1972,1249,Community,177.87,N,Yes,N,Yes,171000,165000,Missing,Yes,Yes,0.0,0.0,Conventional,Fixed,0,0.0,0.0,-6000
781,85043,TH,2,1.0,900,194.44,Attached,1972,819,no_pool,195.65,N,Yes,N,Yes,175000,175000,Missing,Yes,Yes,0.0,0.0,Conventional,Fixed,0,0.0,5250.0,0
782,85043,SF,3,1.75,1660,243.97,Detached,2021,4950,Community,88.0,N,Yes,N,Yes,414985,405000,Missing,Yes,Yes,2.0,0.0,Cash,Fixed,0,0.0,0.0,-9985
783,85043,SF,3,2.0,1277,281.91,Detached,2004,4950,no_pool,67.5,N,Yes,N,Yes,374900,360000,Missing,Yes,Yes,2.0,2.0,FHA,Fixed,0,0.0,2000.0,-14900
784,85043,SF,3,2.0,1656,211.35,Detached,2006,2804,no_pool,119.0,N,Yes,N,Yes,349900,350000,Missing,Yes,Yes,2.0,0.0,FHA,Other,0,0.0,3500.0,100
785,85043,SF,3,2.5,1861,235.08,Detached,2000,5744,Private,89.0,N,Yes,N,Yes,433000,437500,Missing,Yes,No,2.0,0.0,Conventional,Fixed,0,0.0,4330.0,4500
786,85044,SF,3,2.0,1638,252.75,Detached,1974,8015,no_pool,237.0,N,Yes,N,No,429000,414000,Missing,Yes,No,2.0,0.0,Conventional,Fixed,0,0.0,0.0,-15000
787,85044,TH,2,1.0,1015,329.31,Attached,1983,1864,Community,310.0,N,Yes,N,No,348000,334250,Missing,Yes,No,0.0,1.0,Other,Fixed,0,0.0,0.0,-13750
788,85044,SF,3,2.5,2061,279.18,Detached,1986,6547,Both,180.0,N,Yes,N,No,595000,575400,Missing,Yes,No,2.0,0.0,Conventional,Fixed,0,10000.0,10000.0,-19600
789,85044,TH,1,1.0,675,311.11,Stacked,1984,661,Community,257.0,N,Yes,N,No,220000,210000,Missing,No,No,0.0,1.0,Conventional,Fixed,0,0.0,0.0,-10000
790,85044,SF,3,2.0,1353,314.12,Detached,1984,6527,no_pool,240.0,N,Yes,N,No,448995,425000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,0.0,-23995
791,85044,SF,4,3.5,3105,331.72,Detached,1996,11095,Private,248.85,N,Yes,N,No,1025000,1030000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,8000.0,5000
792,85044,SF,4,3.0,3165,315.96,Detached,1989,14706,Private,74.0,N,Yes,N,No,1000000,1000000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,0.0,0
793,85044,SF,4,3.0,2527,267.12,Detached,1994,9418,no_pool,237.0,N,Yes,N,No,675000,675000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,0.0,0
794,85044,SF,4,2.0,1482,273.27,Detached,1982,6891,no_pool,198.0,N,No,N,No,425000,405000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,0.0,-20000
795,85044,SF,4,2.0,1756,315.49,Detached,1979,9845,Private,237.0,N,No,N,No,564900,554000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,5500.0,-10900
796,85044,SF,4,2.5,2061,312.95,Detached,1986,9914,Both,200.0,N,No,N,No,655000,645000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,10000.0,-10000
797,85044,SF,3,2.0,1459,294.72,Detached,1991,4874,Community,240.0,N,No,N,No,439900,430000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,0.0,-9900
798,85044,SF,6,6.5,5926,336.65,Detached,1994,21540,Private,19.0,N,No,N,No,1995000,1995000,Missing,No,No,4.0,0.0,VA,Fixed,0,0.0,50000.0,0
799,85044,SF,4,4.5,5915,319.53,Detached,1992,61071,Private,346.98,N,No,N,No,2024999,1890000,Missing,No,No,3.0,0.0,Conventional,Other,0,0.0,0.0,-134999
800,85044,SF,3,2.0,1786,344.34,Detached,1983,12861,Private,256.94,N,No,N,No,639000,615000,Missing,No,No,2.0,1.0,Conventional,Fixed,0,0.0,2809.0,-24000
801,85044,SF,4,2.0,2005,234.41,Detached,1976,7353,no_pool,248.85,N,No,N,No,479900,470000,Missing,No,No,2.0,0.0,VA,Fixed,0,0.0,11000.0,-9900
802,85044,SF,4,2.5,2080,276.44,Detached,1992,5881,no_pool,70.0,N,No,N,No,599900,575000,Missing,No,No,2.0,0.0,Other,Fixed,0,0.0,0.0,-24900
803,85044,TH,2,1.5,1015,325.12,Attached,1984,1816,Community,709.0,N,No,N,No,335000,330000,Missing,No,No,0.0,1.0,Cash,Fixed,0,0.0,0.0,-5000
804,85044,AF,2,2.0,960,294.27,Stacked,1984,929,Community,220.0,N,No,N,No,280000,282500,Missing,No,No,0.0,1.0,Conventional,Fixed,0,0.0,5000.0,2500
805,85044,SF,3,2.0,1876,280.91,Detached,1991,7432,no_pool,235.0,N,No,N,No,524500,527000,Missing,No,No,2.0,0.0,Conventional,Other,0,0.0,0.0,2500
806,85044,SF,4,2.0,1890,294.97,Detached,1995,7819,no_pool,60.0,N,No,N,No,575000,557500,Missing,No,No,3.0,0.0,Conventional,Other,0,0.0,0.0,-17500
807,85044,SF,3,2.0,2027,273.8,Detached,1987,8969,Both,90.0,N,No,N,No,555000,555000,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,0.0,0
808,85044,SF,2,1.75,1256,286.62,Detached,1977,4459,Community,284.0,N,No,N,No,364900,360000,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,0.0,-4900
809,85044,SF,3,2.0,1439,235.58,Detached,1987,3999,Community,165.93,N,No,N,No,399000,339000,Missing,No,No,2.0,0.0,FHA,Fixed,0,0.0,13965.0,-60000
810,85044,SF,5,3.0,2710,267.85,Detached,1994,8612,Private,220.0,N,No,N,No,725900,725900,Missing,No,No,3.0,0.0,Cash,Other,0,0.0,0.0,0
811,85044,SF,3,2.5,1238,328.76,Detached,1985,4413,no_pool,744.0,N,No,N,No,405000,407000,Missing,No,No,2.0,0.0,VA,Other,0,0.0,2000.0,2000
812,85044,TH,3,2.5,1468,262.26,Attached,1987,744,Community,229.87,N,No,N,No,415000,385000,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,0.0,-30000
813,85044,TH,2,2.0,1721,259.73,Attached,1983,5750,Community,229.87,N,No,N,No,475000,447000,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,0.0,-28000
814,85044,TH,2,2.0,1109,288.45,Attached,1975,3646,Community,230.0,N,No,N,No,319900,319900,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,0.0,0
815,85044,SF,2,2.0,1533,234.83,Detached,1979,7209,Community,34.0,N,No,N,No,385000,360000,Missing,No,No,2.0,0.0,Other,Fixed,0,0.0,0.0,-25000
816,85044,SF,3,2.0,1234,372.77,Detached,1995,6416,no_pool,229.87,N,No,N,No,460000,460000,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,0.0,0
817,85045,SF,4,3.0,2602,272.86,Detached,1994,9888,Private,179.5,N,No,N,No,715000,710000,Missing,No,No,3.0,0.0,Conventional,Other,0,0.0,14300.0,-5000
818,85045,SF,5,3.0,2532,256.31,Detached,1998,6042,Private,253.0,N,No,N,No,649000,649000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,0.0,0
819,85045,SF,4,2.0,2400,337.5,Detached,1996,13726,Private,388.0,N,No,N,No,830000,810000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,0.0,-20000
820,85045,SF,4,3.5,3081,197.98,Detached,2002,7308,Private,200.0,N,No,N,No,639900,610000,Missing,No,No,2.0,0.0,Cash,Fixed,0,0.0,8000.0,-29900
821,85045,SF,4,3.0,2602,266.33,Detached,1996,6887,Private,210.0,N,No,N,No,699900,693000,Missing,No,No,3.0,0.0,Cash,Fixed,0,0.0,5000.0,-6900
822,85045,SF,3,3.5,3132,351.21,Detached,2019,12283,no_pool,285.0,N,No,N,No,1100000,1100000,Missing,No,No,4.0,0.0,Cash,Fixed,0,0.0,0.0,0
823,85045,SF,5,3.5,3452,241.89,Detached,1998,8880,Private,210.0,N,No,N,No,825000,835000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,4500.0,10000
824,85045,AF,2,2.0,1642,290.62,Attached,2017,1642,Community,210.0,N,No,N,No,479500,477200,Missing,No,No,2.0,0.0,Cash,Other,0,0.0,0.0,-2300
825,85048,SF,5,3.5,3783,277.56,Detached,1990,7710,Private,180.0,N,No,Y,No,1050000,1050000,Missing,No,No,2.0,0.0,Other,Fixed,0,0.0,10000.0,0
826,85048,SF,4,2.0,2134,257.73,Detached,1996,6600,Private,205.0,N,No,N,No,550000,550000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,0.0,0
827,85048,TH,2,2.5,1468,269.07,Attached,1999,4454,Community,196.0,N,No,N,No,395000,395000,Missing,No,No,1.0,0.0,Conventional,Fixed,0,0.0,10000.0,0
828,85048,SF,3,2.0,1806,304.49,Detached,1991,5262,no_pool,210.0,N,No,N,No,549900,549900,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,0.0,0
829,85048,SF,5,3.0,2900,231.17,Detached,1991,7179,Private,458.0,N,No,N,No,699900,670400,Missing,No,No,3.0,0.0,Conventional,Other,0,0.0,14000.0,-29500
830,85048,SF,3,2.0,1900,256.84,Detached,1987,6199,no_pool,285.0,N,No,N,No,488000,488000,Missing,No,No,2.0,0.0,Conventional,Fixed,0,0.0,14640.0,0
831,85048,SF,5,3.0,2671,245.22,Detached,1993,8607,Private,210.0,N,No,N,No,674900,655000,Missing,No,No,3.0,0.0,Conventional,Fixed,0,0.0,0.0,-19900
